year,from_country,to_country,traj_count
1980,AM,IT,1
1980,AM,RU,2
1980,AR,BE,1
1980,AR,BR,1
1980,AR,CA,1
1980,AR,DE,1
1980,AR,EC,1
1980,AR,ES,2
1980,AR,FR,1
1980,AR,GB,2
1980,AR,IL,1
1980,AR,MX,2
1980,AR,PE,1
1980,AR,US,5
1980,AT,CH,2
1980,AT,CZ,1
1980,AT,DE,2
1980,AT,FR,1
1980,AT,IT,1
1980,AT,RS,1
1980,AT,RU,1
1980,AT,US,3
1980,AU,CA,4
1980,AU,DE,2
1980,AU,GB,13
1980,AU,IN,1
1980,AU,JP,1
1980,AU,MY,2
1980,AU,NZ,3
1980,AU,PG,2
1980,AU,US,21
1980,AU,ZA,1
1980,AZ,RU,3
1980,AZ,UA,1
1980,BB,JM,1
1980,BD,AZ,1
1980,BD,CA,3
1980,BD,US,1
1980,BE,CD,1
1980,BE,CH,1
1980,BE,DE,2
1980,BE,FR,2
1980,BE,GB,3
1980,BE,IT,1
1980,BE,MY,1
1980,BE,NL,2
1980,BE,PT,1
1980,BE,US,4
1980,BF,US,1
1980,BG,DE,1
1980,BG,PS,1
1980,BG,RU,2
1980,BH,LB,1
1980,BQ,IQ,1
1980,BR,AR,1
1980,BR,BE,1
1980,BR,CA,2
1980,BR,CR,1
1980,BR,DE,9
1980,BR,FR,11
1980,BR,GB,19
1980,BR,MX,3
1980,BR,US,19
1980,BS,CA,1
1980,BW,ZW,1
1980,BY,LT,1
1980,BY,RU,1
1980,BY,VN,1
1980,CA,AU,6
1980,CA,BR,1
1980,CA,DE,3
1980,CA,EG,1
1980,CA,ET,1
1980,CA,FR,5
1980,CA,GB,7
1980,CA,GR,1
1980,CA,IL,1
1980,CA,IN,1
1980,CA,IT,1
1980,CA,MT,1
1980,CA,NL,1
1980,CA,NZ,4
1980,CA,SA,2
1980,CA,US,58
1980,CA,ZA,1
1980,CD,BE,1
1980,CD,CA,1
1980,CD,US,1
1980,CH,AT,1
1980,CH,AU,1
1980,CH,CA,1
1980,CH,DE,2
1980,CH,ES,1
1980,CH,FI,2
1980,CH,FR,1
1980,CH,GB,2
1980,CH,GR,1
1980,CH,IT,3
1980,CH,US,8
1980,CI,BR,1
1980,CL,AU,1
1980,CL,BR,2
1980,CL,CA,1
1980,CL,DE,1
1980,CL,ES,3
1980,CL,GB,1
1980,CL,MX,1
1980,CL,NI,1
1980,CL,PE,1
1980,CL,US,6
1980,CM,DE,1
1980,CM,FR,1
1980,CN,AU,1
1980,CN,CA,1
1980,CN,DK,1
1980,CN,GB,1
1980,CN,JP,2
1980,CN,NE,1
1980,CN,PH,1
1980,CN,US,6
1980,CO,AT,1
1980,CO,BR,1
1980,CO,CR,1
1980,CO,DE,4
1980,CO,ES,4
1980,CO,FR,1
1980,CO,GB,1
1980,CO,MX,2
1980,CO,RU,1
1980,CO,US,6
1980,CR,CO,1
1980,CR,MX,1
1980,CR,US,5
1980,CU,AT,1
1980,CU,BY,1
1980,CU,DE,1
1980,CU,ES,1
1980,CU,NL,1
1980,CU,RU,1
1980,CU,UA,2
1980,CZ,BG,1
1980,CZ,DE,1
1980,CZ,US,1
1980,DE,AU,1
1980,DE,BE,1
1980,DE,BF,1
1980,DE,BR,6
1980,DE,CA,3
1980,DE,CH,4
1980,DE,CO,1
1980,DE,CU,1
1980,DE,DK,1
1980,DE,EG,2
1980,DE,ES,1
1980,DE,ET,1
1980,DE,FI,1
1980,DE,FR,6
1980,DE,GB,7
1980,DE,GR,2
1980,DE,IL,2
1980,DE,IN,1
1980,DE,IT,3
1980,DE,JO,1
1980,DE,MX,4
1980,DE,NL,1
1980,DE,NO,1
1980,DE,PE,2
1980,DE,RU,1
1980,DE,TR,1
1980,DE,TW,1
1980,DE,US,19
1980,DE,VE,1
1980,DK,GB,1
1980,DK,NO,1
1980,DK,SE,1
1980,DK,US,4
1980,DO,ES,1
1980,DO,US,1
1980,DZ,CH,1
1980,DZ,FR,1
1980,DZ,IQ,1
1980,DZ,US,2
1980,EC,MX,1
1980,EC,RU,1
1980,EC,US,2
1980,EG,AE,1
1980,EG,AT,1
1980,EG,CA,2
1980,EG,DE,3
1980,EG,GB,6
1980,EG,NL,1
1980,EG,RO,1
1980,EG,RU,1
1980,EG,SA,1
1980,EG,SY,1
1980,EG,US,10
1980,EG,YE,1
1980,ES,CA,3
1980,ES,CL,2
1980,ES,CO,1
1980,ES,DE,3
1980,ES,DK,1
1980,ES,FR,2
1980,ES,GB,3
1980,ES,IE,1
1980,ES,IT,2
1980,ES,MX,1
1980,ES,PR,1
1980,ES,PT,1
1980,ES,SO,1
1980,ES,US,17
1980,ET,VE,1
1980,FI,CH,1
1980,FI,US,2
1980,FJ,US,1
1980,FR,BE,1
1980,FR,BR,2
1980,FR,CA,5
1980,FR,CH,2
1980,FR,CO,1
1980,FR,DE,3
1980,FR,DK,1
1980,FR,DZ,2
1980,FR,EG,2
1980,FR,ES,1
1980,FR,ET,1
1980,FR,FI,1
1980,FR,GB,6
1980,FR,GR,3
1980,FR,HU,1
1980,FR,IR,1
1980,FR,IT,2
1980,FR,JP,1
1980,FR,MA,2
1980,FR,MX,5
1980,FR,NL,1
1980,FR,PL,2
1980,FR,PT,4
1980,FR,SN,1
1980,FR,TN,1
1980,FR,TR,1
1980,FR,US,11
1980,FR,YE,1
1980,GB,AE,1
1980,GB,AT,2
1980,GB,AU,19
1980,GB,BE,2
1980,GB,BR,4
1980,GB,BW,2
1980,GB,CA,12
1980,GB,CH,6
1980,GB,CY,1
1980,GB,DE,11
1980,GB,EG,1
1980,GB,ES,4
1980,GB,FR,6
1980,GB,GR,4
1980,GB,HK,1
1980,GB,IE,3
1980,GB,IL,2
1980,GB,IN,2
1980,GB,IQ,1
1980,GB,IR,2
1980,GB,IT,6
1980,GB,JE,1
1980,GB,JM,1
1980,GB,JO,1
1980,GB,JP,1
1980,GB,KY,1
1980,GB,LB,1
1980,GB,LK,1
1980,GB,LY,1
1980,GB,MU,1
1980,GB,MX,3
1980,GB,MY,3
1980,GB,NG,4
1980,GB,NL,4
1980,GB,NZ,3
1980,GB,PK,1
1980,GB,PL,1
1980,GB,PT,2
1980,GB,SA,3
1980,GB,SB,1
1980,GB,SD,1
1980,GB,SG,1
1980,GB,SY,1
1980,GB,TR,3
1980,GB,TW,1
1980,GB,US,79
1980,GB,VE,7
1980,GB,VN,1
1980,GB,ZA,6
1980,GB,ZM,2
1980,GE,RU,4
1980,GH,CA,1
1980,GH,US,1
1980,GR,BE,1
1980,GR,CA,1
1980,GR,DE,1
1980,GR,FR,1
1980,GR,GB,3
1980,GR,SE,1
1980,GR,US,12
1980,GR,ZA,2
1980,GT,CR,1
1980,GT,MX,1
1980,GT,US,1
1980,HK,CA,1
1980,HK,GB,1
1980,HK,HU,1
1980,HK,US,2
1980,HN,PA,1
1980,HR,AL,1
1980,HR,BA,1
1980,HR,CA,1
1980,HU,CU,1
1980,HU,DE,1
1980,HU,FR,1
1980,HU,LV,1
1980,HU,MN,1
1980,HU,NG,1
1980,HU,NL,1
1980,HU,RU,1
1980,HU,US,2
1980,ID,GB,1
1980,ID,TH,1
1980,ID,US,1
1980,IE,CA,1
1980,IE,DE,1
1980,IE,GB,3
1980,IE,US,2
1980,IL,AU,1
1980,IL,BR,1
1980,IL,GB,2
1980,IL,MX,1
1980,IL,US,13
1980,IN,AT,1
1980,IN,AU,1
1980,IN,BT,1
1980,IN,BW,1
1980,IN,CA,5
1980,IN,GB,4
1980,IN,JP,1
1980,IN,NG,1
1980,IN,NL,1
1980,IN,NP,1
1980,IN,RU,1
1980,IN,TH,1
1980,IN,US,34
1980,IQ,BH,1
1980,IQ,CZ,1
1980,IQ,DE,2
1980,IQ,FR,1
1980,IQ,GB,6
1980,IR,AT,1
1980,IR,CA,1
1980,IR,DE,1
1980,IR,ET,1
1980,IR,FR,3
1980,IR,GB,2
1980,IR,US,4
1980,IS,GB,2
1980,IS,SE,1
1980,IS,US,2
1980,IT,AT,2
1980,IT,AU,1
1980,IT,BE,2
1980,IT,CA,1
1980,IT,CH,2
1980,IT,DE,3
1980,IT,ES,2
1980,IT,FR,3
1980,IT,GB,9
1980,IT,HU,1
1980,IT,IL,2
1980,IT,NL,1
1980,IT,SE,1
1980,IT,US,19
1980,JE,GB,1
1980,JM,DZ,1
1980,JM,GB,1
1980,JM,MX,1
1980,JO,FR,1
1980,JO,LB,1
1980,JP,AU,1
1980,JP,DE,2
1980,JP,EG,1
1980,JP,FR,1
1980,JP,GB,5
1980,JP,HU,1
1980,JP,IN,1
1980,JP,MX,1
1980,JP,NZ,1
1980,JP,US,18
1980,KE,BE,1
1980,KE,CA,1
1980,KE,GB,1
1980,KE,UG,1
1980,KE,US,1
1980,KG,KZ,1
1980,KR,DE,1
1980,KR,FR,1
1980,KR,US,20
1980,KW,US,1
1980,KZ,PL,1
1980,KZ,RU,8
1980,LB,CH,1
1980,LB,FR,2
1980,LB,GR,1
1980,LB,US,4
1980,LK,AU,1
1980,LK,GB,2
1980,LK,US,5
1980,LR,GR,1
1980,LT,PL,1
1980,LT,RU,4
1980,LV,UA,1
1980,LV,US,1
1980,LY,SA,1
1980,LY,SD,1
1980,LY,US,1
1980,MA,FR,3
1980,MA,US,1
1980,MD,RU,4
1980,ML,DE,1
1980,MQ,GP,1
1980,MT,DE,1
1980,MW,US,1
1980,MX,AT,1
1980,MX,BG,1
1980,MX,CH,1
1980,MX,DE,4
1980,MX,ES,2
1980,MX,FR,8
1980,MX,GB,4
1980,MX,NI,1
1980,MX,US,32
1980,MY,BE,2
1980,MY,GB,5
1980,NG,GB,9
1980,NG,US,4
1980,NL,CA,1
1980,NL,CH,3
1980,NL,DE,2
1980,NL,GB,4
1980,NL,IT,1
1980,NL,LS,1
1980,NL,OM,1
1980,NL,US,3
1980,NO,GB,1
1980,NO,US,2
1980,NP,TH,1
1980,NZ,AU,3
1980,NZ,CA,1
1980,NZ,GB,6
1980,NZ,MY,1
1980,NZ,SG,1
1980,NZ,US,6
1980,PA,MX,1
1980,PA,US,2
1980,PE,AR,1
1980,PE,BR,1
1980,PE,CA,1
1980,PE,CL,1
1980,PE,CR,1
1980,PE,JP,1
1980,PE,MX,3
1980,PE,NL,1
1980,PE,RO,1
1980,PE,US,5
1980,PE,VE,1
1980,PH,GB,1
1980,PH,US,5
1980,PK,GB,1
1980,PK,IQ,1
1980,PK,US,4
1980,PL,AT,2
1980,PL,BE,1
1980,PL,CA,7
1980,PL,CZ,1
1980,PL,DE,1
1980,PL,FR,1
1980,PL,GB,2
1980,PL,HU,1
1980,PL,IT,1
1980,PL,MX,1
1980,PL,NL,1
1980,PL,US,8
1980,PR,US,5
1980,PT,AT,1
1980,PT,BE,1
1980,PT,BR,1
1980,PT,CA,1
1980,PT,CV,1
1980,PT,DE,6
1980,PT,FR,6
1980,PT,GB,9
1980,PT,GW,2
1980,PT,US,3
1980,PY,CL,1
1980,RO,DE,1
1980,RO,MZ,1
1980,RO,TZ,1
1980,RO,US,2
1980,RO,ZA,1
1980,RS,BA,1
1980,RS,IT,1
1980,RS,ME,1
1980,RS,US,1
1980,RU,AM,2
1980,RU,AZ,1
1980,RU,BG,3
1980,RU,BR,1
1980,RU,BY,3
1980,RU,CO,1
1980,RU,CU,2
1980,RU,DE,2
1980,RU,DK,1
1980,RU,GE,1
1980,RU,IN,1
1980,RU,KG,1
1980,RU,KZ,6
1980,RU,LB,1
1980,RU,LK,1
1980,RU,LT,2
1980,RU,LV,1
1980,RU,MD,2
1980,RU,MN,1
1980,RU,MX,1
1980,RU,NR,1
1980,RU,PL,1
1980,RU,PT,1
1980,RU,SK,1
1980,RU,UA,17
1980,RU,US,3
1980,RU,UZ,2
1980,RU,VN,1
1980,RU,YE,1
1980,SA,CA,1
1980,SA,GB,1
1980,SA,US,2
1980,SD,US,2
1980,SE,CH,1
1980,SE,DE,1
1980,SE,DK,2
1980,SE,GB,1
1980,SE,IS,1
1980,SE,NO,1
1980,SE,PT,1
1980,SE,US,5
1980,SG,GB,1
1980,SI,HR,1
1980,SI,RS,1
1980,SK,CU,1
1980,SK,CZ,2
1980,SK,RU,1
1980,SN,US,1
1980,ST,PT,1
1980,SV,MX,1
1980,SZ,GB,1
1980,TH,DE,2
1980,TH,DK,1
1980,TH,NL,1
1980,TH,NZ,2
1980,TH,US,4
1980,TJ,RU,1
1980,TM,RU,1
1980,TN,FR,1
1980,TN,US,1
1980,TR,CA,2
1980,TR,DE,3
1980,TR,GB,2
1980,TR,IL,1
1980,TR,JO,1
1980,TR,NL,1
1980,TR,US,13
1980,TT,US,1
1980,TW,GB,1
1980,TW,US,13
1980,TZ,KE,1
1980,UA,CU,1
1980,UA,GB,1
1980,UA,MD,1
1980,UA,RU,12
1980,UA,UZ,1
1980,UG,KE,1
1980,UG,US,1
1980,US,AR,2
1980,US,AS,1
1980,US,AT,2
1980,US,AU,14
1980,US,BE,3
1980,US,BR,11
1980,US,CA,34
1980,US,CH,9
1980,US,CL,1
1980,US,CM,1
1980,US,CN,1
1980,US,CO,2
1980,US,CR,2
1980,US,DE,18
1980,US,DK,1
1980,US,EG,1
1980,US,ES,4
1980,US,FI,3
1980,US,FR,9
1980,US,GB,52
1980,US,GR,6
1980,US,GT,1
1980,US,HK,3
1980,US,HR,1
1980,US,ID,1
1980,US,IE,2
1980,US,IL,12
1980,US,IN,5
1980,US,IR,6
1980,US,IS,1
1980,US,IT,19
1980,US,JP,10
1980,US,KE,2
1980,US,KR,1
1980,US,KW,1
1980,US,LY,1
1980,US,MA,1
1980,US,MX,9
1980,US,MY,3
1980,US,NG,5
1980,US,NI,1
1980,US,NL,4
1980,US,NO,2
1980,US,PA,2
1980,US,PE,2
1980,US,PH,3
1980,US,PL,1
1980,US,PR,1
1980,US,PT,2
1980,US,SA,1
1980,US,SE,7
1980,US,SG,2
1980,US,SL,1
1980,US,TH,1
1980,US,TR,3
1980,US,TW,4
1980,US,UY,1
1980,US,VE,2
1980,US,ZA,1
1980,UY,BE,1
1980,UY,FR,1
1980,UZ,BY,1
1980,UZ,RU,3
1980,VE,BR,1
1980,VE,CO,1
1980,VE,ES,1
1980,VE,FR,2
1980,VE,GB,1
1980,VE,IT,1
1980,VE,RO,1
1980,VE,US,13
1980,VI,US,1
1980,VN,HU,1
1980,VN,UA,1
1980,YE,US,1
1980,ZA,AU,3
1980,ZA,FR,1
1980,ZA,GB,4
1980,ZA,NL,1
1980,ZA,PT,2
1980,ZA,US,3
1980,ZM,GB,2
1980,ZM,US,2
1980,ZW,US,2
1981,AE,GB,1
1981,AE,US,1
1981,AM,RU,3
1981,AR,AU,1
1981,AR,BR,2
1981,AR,CA,1
1981,AR,FR,1
1981,AR,GB,1
1981,AR,IL,1
1981,AR,US,2
1981,AT,CH,1
1981,AT,CU,1
1981,AT,DE,4
1981,AT,FR,1
1981,AT,GB,2
1981,AT,GR,1
1981,AT,IT,2
1981,AT,US,1
1981,AU,CA,5
1981,AU,CN,1
1981,AU,FR,1
1981,AU,GB,13
1981,AU,IR,1
1981,AU,NZ,4
1981,AU,PG,1
1981,AU,SC,2
1981,AU,SG,1
1981,AU,US,18
1981,AZ,CU,1
1981,AZ,GE,1
1981,AZ,PA,1
1981,AZ,RU,5
1981,BA,RS,1
1981,BD,BE,1
1981,BD,CA,1
1981,BD,GB,2
1981,BD,JP,1
1981,BD,US,3
1981,BE,CA,2
1981,BE,FR,3
1981,BE,GB,4
1981,BE,GR,1
1981,BE,HT,1
1981,BE,IT,1
1981,BE,NL,4
1981,BE,PL,2
1981,BE,PT,1
1981,BE,US,4
1981,BF,CM,1
1981,BG,CH,1
1981,BG,DE,1
1981,BG,RU,1
1981,BG,US,1
1981,BM,US,1
1981,BO,BE,1
1981,BR,AR,3
1981,BR,BE,1
1981,BR,CA,3
1981,BR,CO,1
1981,BR,DE,2
1981,BR,FR,12
1981,BR,GB,14
1981,BR,JP,1
1981,BR,PA,1
1981,BR,PG,1
1981,BR,PT,2
1981,BR,US,28
1981,BW,GB,1
1981,BY,RU,2
1981,CA,AU,7
1981,CA,BE,1
1981,CA,BR,1
1981,CA,CN,1
1981,CA,CR,1
1981,CA,DE,1
1981,CA,EG,2
1981,CA,ES,2
1981,CA,FR,5
1981,CA,GB,8
1981,CA,IE,1
1981,CA,IL,1
1981,CA,IN,2
1981,CA,LS,1
1981,CA,MX,3
1981,CA,NG,1
1981,CA,NZ,1
1981,CA,SE,1
1981,CA,US,39
1981,CA,ZA,1
1981,CD,US,1
1981,CH,AR,1
1981,CH,BR,1
1981,CH,DE,2
1981,CH,FR,1
1981,CH,GB,1
1981,CH,MA,1
1981,CH,US,14
1981,CI,FR,1
1981,CL,BR,1
1981,CL,CA,1
1981,CL,CU,1
1981,CL,DE,3
1981,CL,IL,1
1981,CL,US,7
1981,CM,GB,1
1981,CN,CA,1
1981,CN,DE,1
1981,CN,FR,1
1981,CN,GB,3
1981,CN,US,9
1981,CO,BE,1
1981,CO,BR,1
1981,CO,CA,1
1981,CO,CH,1
1981,CO,DE,2
1981,CO,EC,1
1981,CO,FR,3
1981,CO,GB,4
1981,CO,IL,1
1981,CO,MX,3
1981,CO,SE,2
1981,CO,UA,1
1981,CO,US,5
1981,CO,VE,1
1981,CR,US,1
1981,CU,CZ,1
1981,CU,DE,2
1981,CU,ET,1
1981,CU,GN,1
1981,CU,RU,3
1981,CU,US,1
1981,CV,PT,1
1981,CY,TR,1
1981,CZ,BR,1
1981,CZ,CG,1
1981,CZ,DE,1
1981,CZ,DO,1
1981,DE,AT,3
1981,DE,AU,1
1981,DE,BR,3
1981,DE,CA,6
1981,DE,CH,4
1981,DE,DK,1
1981,DE,EC,1
1981,DE,EG,1
1981,DE,ES,3
1981,DE,FR,6
1981,DE,GB,7
1981,DE,GG,1
1981,DE,HU,1
1981,DE,IQ,1
1981,DE,IS,1
1981,DE,IT,2
1981,DE,JP,1
1981,DE,KR,2
1981,DE,LK,1
1981,DE,MX,3
1981,DE,NL,1
1981,DE,NO,2
1981,DE,PT,1
1981,DE,RO,1
1981,DE,UA,2
1981,DE,US,24
1981,DE,ZA,1
1981,DK,GB,2
1981,DK,IS,2
1981,DK,MC,1
1981,DK,NO,1
1981,DK,SE,1
1981,DK,US,2
1981,DO,CU,1
1981,DZ,DE,1
1981,DZ,FR,6
1981,DZ,GB,1
1981,DZ,RU,1
1981,DZ,US,3
1981,EC,CO,1
1981,EG,BE,2
1981,EG,CA,5
1981,EG,FR,1
1981,EG,GB,5
1981,EG,IT,1
1981,EG,MY,1
1981,EG,RU,1
1981,EG,SD,1
1981,EG,US,7
1981,ER,ET,1
1981,ES,BE,1
1981,ES,CH,1
1981,ES,CO,2
1981,ES,DE,2
1981,ES,FI,1
1981,ES,FR,7
1981,ES,GB,11
1981,ES,IT,1
1981,ES,MX,1
1981,ES,PA,1
1981,ES,PE,1
1981,ES,US,14
1981,ET,FR,1
1981,ET,US,1
1981,FI,DE,1
1981,FI,US,4
1981,FR,BE,1
1981,FR,BR,4
1981,FR,CA,2
1981,FR,CD,1
1981,FR,CH,4
1981,FR,DE,2
1981,FR,DZ,1
1981,FR,EC,2
1981,FR,ES,1
1981,FR,GA,1
1981,FR,GB,7
1981,FR,GR,2
1981,FR,IL,2
1981,FR,IT,4
1981,FR,JO,1
1981,FR,JP,1
1981,FR,MA,1
1981,FR,MX,3
1981,FR,NE,1
1981,FR,NL,2
1981,FR,NO,1
1981,FR,PT,3
1981,FR,SG,1
1981,FR,TN,4
1981,FR,US,18
1981,FR,VE,1
1981,GB,AO,1
1981,GB,AU,14
1981,GB,BE,1
1981,GB,BR,5
1981,GB,CA,21
1981,GB,CH,8
1981,GB,CO,1
1981,GB,DE,10
1981,GB,DZ,1
1981,GB,FI,1
1981,GB,FR,9
1981,GB,GR,5
1981,GB,HK,2
1981,GB,IE,5
1981,GB,IL,3
1981,GB,IM,1
1981,GB,IN,2
1981,GB,IQ,1
1981,GB,IR,5
1981,GB,IS,2
1981,GB,IT,3
1981,GB,JM,1
1981,GB,KW,2
1981,GB,LK,1
1981,GB,LY,3
1981,GB,MW,2
1981,GB,MX,7
1981,GB,MY,5
1981,GB,NG,6
1981,GB,NL,6
1981,GB,NO,1
1981,GB,NZ,2
1981,GB,PE,2
1981,GB,PG,1
1981,GB,PL,1
1981,GB,PT,5
1981,GB,SA,2
1981,GB,SD,1
1981,GB,SE,4
1981,GB,SG,2
1981,GB,TH,1
1981,GB,TR,5
1981,GB,TW,1
1981,GB,TZ,2
1981,GB,US,80
1981,GB,VE,1
1981,GB,ZA,4
1981,GB,ZM,1
1981,GB,ZW,2
1981,GD,US,1
1981,GH,GB,1
1981,GH,US,1
1981,GR,CA,4
1981,GR,DE,2
1981,GR,FR,6
1981,GR,GB,6
1981,GR,SE,1
1981,GR,US,13
1981,GT,MX,2
1981,GT,US,2
1981,HK,CN,1
1981,HK,GB,2
1981,HK,US,1
1981,HN,MX,1
1981,HN,US,1
1981,HR,BA,1
1981,HR,IL,1
1981,HR,RS,1
1981,HU,DE,2
1981,HU,FR,1
1981,HU,PL,1
1981,HU,US,1
1981,ID,BE,2
1981,ID,NL,1
1981,ID,US,2
1981,IE,CA,1
1981,IE,FR,2
1981,IE,GB,7
1981,IE,US,3
1981,IL,DE,2
1981,IL,FR,2
1981,IL,GB,1
1981,IL,NL,1
1981,IL,US,11
1981,IN,AU,2
1981,IN,BG,1
1981,IN,BR,1
1981,IN,CA,8
1981,IN,DE,4
1981,IN,FR,1
1981,IN,GB,6
1981,IN,IE,1
1981,IN,IQ,1
1981,IN,IR,2
1981,IN,IT,1
1981,IN,JM,1
1981,IN,SA,1
1981,IN,SE,2
1981,IN,TH,1
1981,IN,US,28
1981,IQ,AT,1
1981,IQ,BE,1
1981,IQ,CZ,1
1981,IQ,DE,1
1981,IQ,EG,1
1981,IQ,GB,6
1981,IQ,IN,1
1981,IQ,NO,1
1981,IQ,SY,1
1981,IQ,US,2
1981,IR,DE,1
1981,IR,FR,1
1981,IR,JP,1
1981,IR,US,2
1981,IS,DK,1
1981,IS,GB,1
1981,IS,SE,1
1981,IS,US,1
1981,IT,AT,1
1981,IT,BR,1
1981,IT,CH,2
1981,IT,DE,4
1981,IT,DK,1
1981,IT,EG,1
1981,IT,ES,1
1981,IT,FR,4
1981,IT,GB,6
1981,IT,HR,1
1981,IT,IL,1
1981,IT,MA,1
1981,IT,NL,1
1981,IT,US,17
1981,JM,US,1
1981,JO,GB,1
1981,JO,US,6
1981,JP,CA,2
1981,JP,GB,1
1981,JP,MX,1
1981,JP,SA,1
1981,JP,US,10
1981,KE,GB,3
1981,KE,NO,1
1981,KE,US,4
1981,KG,RU,4
1981,KR,GB,1
1981,KR,US,25
1981,KW,US,1
1981,KZ,RU,10
1981,LA,RU,1
1981,LB,CA,1
1981,LB,FR,1
1981,LB,GB,2
1981,LB,US,2
1981,LK,AU,1
1981,LK,DE,1
1981,LK,GB,1
1981,LK,US,3
1981,LT,GB,1
1981,LT,RU,1
1981,LV,RU,1
1981,MA,FR,7
1981,MA,PT,1
1981,MD,RU,3
1981,ME,RS,1
1981,MN,RU,1
1981,MQ,FR,1
1981,MT,GB,1
1981,MW,GB,1
1981,MW,US,1
1981,MX,BE,2
1981,MX,CA,2
1981,MX,CH,1
1981,MX,DE,2
1981,MX,ES,4
1981,MX,FR,5
1981,MX,GB,9
1981,MX,IT,2
1981,MX,PE,1
1981,MX,US,36
1981,MY,GB,4
1981,MY,NZ,1
1981,MY,US,2
1981,MZ,GB,1
1981,NC,VU,1
1981,NE,SN,1
1981,NG,CA,2
1981,NG,DE,1
1981,NG,GB,17
1981,NG,US,6
1981,NI,US,1
1981,NL,AU,1
1981,NL,DE,2
1981,NL,GB,3
1981,NL,ID,1
1981,NL,KE,1
1981,NL,NG,1
1981,NL,PE,1
1981,NL,PT,1
1981,NL,SY,1
1981,NL,US,4
1981,NL,VE,1
1981,NO,CH,1
1981,NO,GB,1
1981,NO,IS,1
1981,NO,PT,1
1981,NO,US,1
1981,NP,IN,1
1981,NZ,AU,4
1981,NZ,CA,2
1981,NZ,CH,1
1981,NZ,DE,1
1981,NZ,GB,2
1981,NZ,US,5
1981,NZ,ZA,1
1981,PA,CO,1
1981,PA,ES,2
1981,PA,FR,1
1981,PA,PR,1
1981,PA,US,2
1981,PE,BR,1
1981,PE,CL,3
1981,PE,CO,1
1981,PE,DE,2
1981,PE,FR,1
1981,PE,GB,3
1981,PE,JP,1
1981,PE,MX,1
1981,PE,NL,2
1981,PE,RU,1
1981,PE,SE,1
1981,PE,US,7
1981,PH,US,4
1981,PK,AU,1
1981,PK,DE,1
1981,PK,GB,1
1981,PK,NG,1
1981,PK,US,2
1981,PL,AT,1
1981,PL,BE,1
1981,PL,BR,1
1981,PL,CH,2
1981,PL,DE,4
1981,PL,DZ,1
1981,PL,FR,1
1981,PL,GB,4
1981,PL,HU,1
1981,PL,IN,1
1981,PL,JP,1
1981,PL,PT,1
1981,PL,RU,1
1981,PL,SG,1
1981,PL,UA,2
1981,PL,US,9
1981,PR,US,7
1981,PS,US,1
1981,PT,AO,1
1981,PT,BE,2
1981,PT,CN,1
1981,PT,DE,2
1981,PT,FR,8
1981,PT,GB,6
1981,PT,IT,1
1981,PT,NL,1
1981,PT,US,3
1981,RO,DE,2
1981,RS,US,1
1981,RU,AM,1
1981,RU,AT,1
1981,RU,AZ,3
1981,RU,BG,1
1981,RU,BY,3
1981,RU,CU,3
1981,RU,CZ,1
1981,RU,DE,1
1981,RU,EC,1
1981,RU,FR,2
1981,RU,IL,1
1981,RU,KZ,3
1981,RU,LT,1
1981,RU,LV,2
1981,RU,MD,2
1981,RU,MN,1
1981,RU,MX,1
1981,RU,PE,1
1981,RU,RO,1
1981,RU,UA,14
1981,RU,US,4
1981,SA,AR,1
1981,SA,GB,2
1981,SA,JO,1
1981,SA,LY,1
1981,SA,PK,1
1981,SA,US,2
1981,SD,EG,1
1981,SD,US,1
1981,SE,CA,2
1981,SE,CH,2
1981,SE,DK,1
1981,SE,ES,1
1981,SE,GB,1
1981,SE,IE,1
1981,SE,IS,1
1981,SE,IT,1
1981,SE,US,4
1981,SG,AU,1
1981,SG,GB,2
1981,SG,NZ,1
1981,SG,US,2
1981,SI,US,1
1981,SK,US,1
1981,SL,US,1
1981,SN,CV,1
1981,SR,NL,1
1981,SY,DE,1
1981,SY,TR,1
1981,SY,US,1
1981,TG,US,2
1981,TH,FR,1
1981,TH,SO,1
1981,TH,US,4
1981,TJ,RU,1
1981,TN,FR,3
1981,TN,US,2
1981,TR,CA,4
1981,TR,CH,1
1981,TR,DE,2
1981,TR,GB,1
1981,TR,SA,1
1981,TR,US,11
1981,TT,LC,1
1981,TW,CA,1
1981,TW,DE,1
1981,TW,IN,1
1981,TW,PH,1
1981,TW,US,24
1981,TZ,DE,1
1981,TZ,US,1
1981,UA,AZ,1
1981,UA,BG,1
1981,UA,CU,1
1981,UA,DE,2
1981,UA,KG,1
1981,UA,PL,1
1981,UA,RU,13
1981,UA,US,1
1981,UG,BW,1
1981,US,AR,1
1981,US,AT,4
1981,US,AU,9
1981,US,BE,1
1981,US,BR,12
1981,US,BZ,1
1981,US,CA,45
1981,US,CH,6
1981,US,CL,2
1981,US,CN,2
1981,US,CO,1
1981,US,CR,1
1981,US,CU,1
1981,US,DE,25
1981,US,DK,2
1981,US,DZ,1
1981,US,ES,4
1981,US,FI,1
1981,US,FR,11
1981,US,GB,42
1981,US,GH,1
1981,US,GR,2
1981,US,IE,3
1981,US,IL,14
1981,US,IN,3
1981,US,IQ,1
1981,US,IR,6
1981,US,IS,1
1981,US,IT,16
1981,US,JO,3
1981,US,JP,13
1981,US,KR,4
1981,US,LY,1
1981,US,MA,1
1981,US,MW,1
1981,US,MX,8
