year,country,continent,centrality_score,rank
1991,VA,Europe,0.000285,137.0
1991,VU,Oceania,0.000374,114.0
1992,AU,Oceania,0.031859,7.0
1992,AE,Asia,0.001315,65.0
1992,EG,Africa,0.004066,38.0
1992,GB,Europe,0.125238,2.0
1992,LB,Asia,0.002384,48.0
1992,NZ,Oceania,0.010054,18.0
1992,PK,Asia,0.001287,66.0
1992,US,North America,0.226741,1.0
1992,PT,Europe,0.015633,14.0
1992,AF,Asia,0.000247,131.0
1992,HR,Europe,0.000504,94.0
1992,AL,Europe,0.000125,153.0
1992,AZ,Asia,0.00015,148.0
1992,AM,Asia,0.000636,91.0
1992,BG,Europe,0.000332,112.0
1992,FR,Europe,0.050978,3.0
1992,JP,Asia,0.02058,12.0
1992,CU,North America,0.000847,83.0
1992,AO,Africa,0.000354,110.0
1992,ES,Europe,0.028863,8.0
1992,HU,Europe,0.002682,46.0
1992,RU,Europe,0.004752,36.0
1992,BE,Europe,0.008831,21.0
1992,AR,South America,0.004719,37.0
1992,BR,South America,0.023452,10.0
1992,CL,South America,0.004028,39.0
1992,CO,South America,0.005629,31.0
1992,DE,Europe,0.046257,4.0
1992,IL,Asia,0.008656,22.0
1992,IT,Europe,0.033458,6.0
1992,NL,Europe,0.01477,15.0
1992,PA,North America,0.000961,77.0
1992,PE,South America,0.002252,50.0
1992,PR,North America,0.001727,58.0
1992,UY,South America,0.000958,78.0
1992,AS,Oceania,0.000154,147.0
1992,CA,North America,0.041983,5.0
1992,AT,Europe,0.006726,26.0
1992,CH,Europe,0.024419,9.0
1992,CN,Asia,0.006324,28.0
1992,CZ,Europe,0.002069,52.0
1992,DK,Europe,0.00811,24.0
1992,FI,Europe,0.002355,49.0
1992,GR,Europe,0.006505,27.0
1992,PL,Europe,0.005594,32.0
1992,RO,Europe,0.001868,55.0
1992,SI,Europe,0.000502,96.0
1992,SK,Europe,0.000429,104.0
1992,SY,Asia,0.001373,62.0
1992,TR,Asia,0.009948,19.0
1992,UA,Europe,0.00196,53.0
1992,ZA,Africa,0.006277,29.0
1992,BD,Asia,0.000997,75.0
1992,GH,Africa,0.000955,79.0
1992,ID,Asia,0.003088,45.0
1992,IE,Europe,0.009571,20.0
1992,IN,Asia,0.005436,33.0
1992,IR,Asia,0.004754,35.0
1992,KE,Africa,0.002633,47.0
1992,KR,Asia,0.020573,13.0
1992,LK,Asia,0.001401,61.0
1992,LT,Europe,0.000278,123.0
1992,MX,North America,0.013172,16.0
1992,MY,Asia,0.007652,25.0
1992,NI,North America,0.000158,145.0
1992,NP,Asia,0.000521,93.0
1992,PG,Oceania,0.000172,144.0
1992,PH,Asia,0.001495,59.0
1992,SA,Asia,0.00328,43.0
1992,SE,Europe,0.010991,17.0
1992,SG,Asia,0.008166,23.0
1992,TH,Asia,0.003509,41.0
1992,TW,Asia,0.02092,11.0
1992,ZM,Africa,0.001068,72.0
1992,CM,Africa,0.000376,107.0
1992,EC,South America,0.000674,88.0
1992,HT,North America,9.6e-05,156.0
1992,IS,Europe,0.001137,69.0
1992,SD,Africa,0.000877,82.0
1992,ML,Africa,9.6e-05,156.0
1992,BF,Africa,0.000143,149.0
1992,BH,Asia,0.0002,139.0
1992,BO,South America,0.000487,99.0
1992,BI,Africa,0.000192,140.0
1992,BJ,Africa,0.000299,116.0
1992,BM,North America,0.000299,116.0
1992,BV,Oceania,9.6e-05,156.0
1992,CR,North America,0.001873,54.0
1992,CV,Africa,0.000247,131.0
1992,DO,North America,0.000797,85.0
1992,MT,Europe,0.000612,92.0
1992,PY,South America,0.000176,143.0
1992,VE,South America,0.003396,42.0
1992,BT,Asia,0.0003,115.0
1992,BW,Africa,0.00081,84.0
1992,NG,Africa,0.002167,51.0
1992,BY,Europe,0.000362,109.0
1992,BA,Europe,9.6e-05,156.0
1992,CI,Africa,9.6e-05,156.0
1992,DZ,Africa,0.001739,57.0
1992,HK,Asia,0.006213,30.0
1992,KW,Asia,0.001077,71.0
1992,LV,Europe,0.000777,86.0
1992,MA,Africa,0.001748,56.0
1992,NE,Africa,0.000299,116.0
1992,SN,Africa,9.6e-05,156.0
1992,TN,Africa,0.001372,63.0
1992,TT,North America,9.6e-05,156.0
1992,TZ,Africa,0.000912,81.0
1992,VN,Asia,0.000272,127.0
1992,CD,Africa,0.000217,136.0
1992,RS,Europe,0.001253,68.0
1992,JO,Asia,0.003771,40.0
1992,BB,North America,9.6e-05,156.0
1992,HN,North America,0.000127,152.0
1992,SV,North America,9.6e-05,156.0
1992,CY,Europe,0.003225,44.0
1992,EE,Europe,0.000114,154.0
1992,KZ,Asia,0.000282,122.0
1992,NO,Europe,0.004971,34.0
1992,SL,Africa,0.000224,135.0
1992,YE,Asia,0.000727,87.0
1992,FO,Europe,9.6e-05,156.0
1992,GL,North America,9.6e-05,156.0
1992,ZW,Africa,0.00106,73.0
1992,DM,North America,0.000263,130.0
1992,ET,Africa,0.000637,90.0
1992,ER,Africa,0.000204,137.0
1992,AD,Europe,9.6e-05,156.0
1992,LS,Africa,9.6e-05,156.0
1992,MZ,Africa,0.00048,100.0
1992,GA,Africa,0.000503,95.0
1992,MG,Africa,0.000457,102.0
1992,IQ,Asia,0.001471,60.0
1992,JM,North America,0.00019,141.0
1992,LY,Africa,0.000979,76.0
1992,MM,Asia,9.6e-05,156.0
1992,MU,Africa,9.6e-05,156.0
1992,PS,Asia,0.001367,64.0
1992,RW,Africa,0.000272,127.0
1992,UG,Africa,0.000933,80.0
1992,VI,North America,9.6e-05,156.0
1992,GD,North America,0.000488,98.0
1992,GE,Asia,0.000333,111.0
1992,GF,South America,0.000276,124.0
1992,TG,Africa,9.6e-05,156.0
1992,GM,Africa,0.000473,101.0
1992,GT,North America,0.000143,149.0
1992,GY,South America,0.000299,116.0
1992,MN,Asia,0.000321,113.0
1992,MV,Asia,0.000492,97.0
1992,BN,Asia,9.6e-05,156.0
1992,SC,Africa,9.6e-05,156.0
1992,UZ,Asia,0.00044,103.0
1992,BS,North America,9.6e-05,156.0
1992,MD,Europe,0.000204,137.0
1992,MK,Europe,0.000402,106.0
1992,KG,Asia,0.000155,146.0
1992,KH,Asia,0.000135,151.0
1992,LA,Asia,0.000235,133.0
1992,LI,Europe,0.000276,124.0
1992,LR,Africa,0.000297,121.0
1992,LU,Europe,0.001081,70.0
1992,ME,Europe,0.000264,129.0
1992,MH,Oceania,0.000299,116.0
1992,MO,Asia,0.001013,74.0
1992,MW,Africa,0.000427,105.0
1992,FJ,Oceania,9.6e-05,156.0
1992,NC,Oceania,0.00019,141.0
1992,TO,Oceania,9.6e-05,156.0
1992,OM,Asia,0.000641,89.0
1992,QA,Asia,0.001254,67.0
1992,RE,Africa,0.000276,124.0
1992,TM,Asia,0.000232,134.0
1992,CF,Africa,9.6e-05,156.0
1992,SZ,Africa,0.000369,108.0
1992,TJ,Asia,0.000114,154.0
1992,UM,North America,9.6e-05,156.0
1992,VA,Europe,0.000302,114.0
1993,ES,Europe,0.034694,5.0
1993,AD,Europe,0.000246,135.0
1993,DZ,Africa,0.002449,46.0
1993,AE,Asia,0.001119,68.0
1993,EG,Africa,0.004119,37.0
1993,GB,Europe,0.127803,2.0
1993,JO,Asia,0.001957,53.0
1993,US,North America,0.225877,1.0
1993,GR,Europe,0.009308,20.0
1993,AL,Europe,0.000242,139.0
1993,HR,Europe,0.00106,72.0
1993,GE,Asia,0.000246,135.0
1993,AM,Asia,0.000126,160.0
1993,RU,Europe,0.003502,40.0
1993,BR,South America,0.027548,8.0
1993,AR,South America,0.004983,35.0
1993,CA,North America,0.033959,7.0
1993,CL,South America,0.003986,39.0
1993,CO,South America,0.00778,25.0
1993,DE,Europe,0.045038,4.0
1993,EC,South America,0.001525,58.0
1993,FR,Europe,0.051795,3.0
1993,IL,Asia,0.008674,21.0
1993,IT,Europe,0.024474,9.0
1993,PE,South America,0.002109,51.0
1993,PY,South America,0.000392,106.0
1993,SV,North America,0.000734,83.0
1993,UY,South America,0.001008,75.0
1993,ZA,Africa,0.004147,36.0
1993,AU,Oceania,0.034323,6.0
1993,AT,Europe,0.008549,22.0
1993,BE,Europe,0.01104,19.0
1993,CH,Europe,0.02056,12.0
1993,CN,Asia,0.007292,27.0
1993,ET,Africa,0.000861,77.0
1993,ID,Asia,0.003426,41.0
1993,JP,Asia,0.02392,10.0
1993,LK,Asia,0.001436,60.0
1993,NG,Africa,0.001451,59.0
1993,NL,Europe,0.017795,13.0
1993,NP,Asia,0.000602,92.0
1993,SI,Europe,0.00046,97.0
1993,SK,Europe,0.000956,76.0
1993,TR,Asia,0.013223,17.0
1993,UA,Europe,0.001254,65.0
1993,BD,Asia,0.001043,73.0
1993,DK,Europe,0.007989,23.0
1993,FI,Europe,0.002854,45.0
1993,IE,Europe,0.007825,24.0
1993,IN,Asia,0.005961,29.0
1993,IR,Asia,0.005431,33.0
1993,KE,Africa,0.001727,55.0
1993,KR,Asia,0.022695,11.0
1993,KW,Asia,0.001102,70.0
1993,MY,Asia,0.006113,28.0
1993,MZ,Africa,0.000355,109.0
1993,NZ,Oceania,0.007575,26.0
1993,PA,North America,0.001342,62.0
1993,PG,Oceania,9e-05,162.0
1993,PH,Asia,0.001663,57.0
1993,SE,Europe,0.011665,18.0
1993,SG,Asia,0.005439,32.0
1993,TH,Asia,0.004077,38.0
1993,TW,Asia,0.017229,14.0
1993,UG,Africa,0.000757,80.0
1993,UZ,Asia,0.000195,148.0
1993,VN,Asia,0.000253,133.0
1993,AW,North America,0.000239,141.0
1993,AZ,Asia,0.00024,140.0
1993,RO,Europe,0.001103,69.0
1993,BA,Europe,0.00019,151.0
1993,RS,Europe,0.000801,78.0
1993,BG,Europe,0.000275,125.0
1993,BO,South America,0.000415,104.0
1993,CD,Africa,0.000274,126.0
1993,LU,Europe,0.000261,130.0
1993,MX,North America,0.015493,16.0
1993,NO,Europe,0.005182,34.0
1993,PL,Europe,0.005798,30.0
1993,PT,Europe,0.015586,15.0
1993,TN,Africa,0.001223,66.0
1993,CM,Africa,0.000431,103.0
1993,BF,Africa,0.000504,96.0
1993,SN,Africa,0.000319,115.0
1993,HU,Europe,0.00223,49.0
1993,MD,Europe,0.000366,108.0
1993,BH,Asia,0.000609,90.0
1993,SA,Asia,0.0033,42.0
1993,BI,Africa,0.000226,142.0
1993,BJ,Africa,0.000203,146.0
1993,BN,Asia,0.000753,82.0
1993,SZ,Africa,0.00025,134.0
1993,CU,North America,0.001206,67.0
1993,DO,North America,0.000548,94.0
1993,VE,South America,0.002256,48.0
1993,BT,Asia,0.000166,155.0
1993,BW,Africa,0.001408,61.0
1993,TZ,Africa,0.001259,64.0
1993,ZM,Africa,0.000692,86.0
1993,ZW,Africa,0.001069,71.0
1993,BY,Europe,0.000137,158.0
1993,CZ,Europe,0.002349,47.0
1993,GA,Africa,9e-05,162.0
1993,HK,Asia,0.005573,31.0
1993,LB,Asia,0.00312,43.0
1993,MA,Africa,0.001705,56.0
1993,CF,Africa,0.00018,153.0
1993,MK,Europe,0.000144,157.0
1993,CI,Africa,0.000397,105.0
1993,CR,North America,0.001751,54.0
1993,KZ,Asia,0.000285,123.0
1993,PK,Asia,0.002203,50.0
1993,GT,North America,0.000192,150.0
1993,HN,North America,0.000246,135.0
1993,NI,North America,0.000443,100.0
1993,CY,Europe,0.003041,44.0
1993,IS,Europe,0.00071,84.0
1993,MW,Africa,0.000372,107.0
1993,EE,Europe,0.000609,90.0
1993,LT,Europe,0.000763,79.0
1993,OM,Asia,0.000757,80.0
1993,YE,Asia,0.000308,118.0
1993,ER,Africa,0.000314,117.0
1993,LY,Africa,0.000321,114.0
1993,FO,Europe,0.000303,120.0
1993,CG,Africa,9e-05,162.0
1993,SY,Asia,0.000458,99.0
1993,TF,Oceania,9e-05,162.0
1993,GH,Africa,0.001041,74.0
1993,GM,Africa,9e-05,162.0
1993,IQ,Asia,0.00021,144.0
1993,LS,Africa,0.000459,98.0
1993,LV,Europe,0.00029,122.0
1993,MN,Asia,0.000442,101.0
1993,MT,Europe,0.00067,87.0
1993,MU,Africa,0.000128,159.0
1993,PS,Asia,0.000618,89.0
1993,QA,Asia,0.00066,88.0
1993,SD,Africa,0.001275,63.0
1993,TJ,Asia,9e-05,162.0
1993,TT,North America,0.000339,112.0
1993,VA,Europe,0.000158,156.0
1993,GD,North America,0.000266,128.0
1993,SL,Africa,0.000203,146.0
1993,GQ,Africa,0.000246,135.0
1993,GU,Oceania,0.000442,101.0
1993,HM,Oceania,0.000195,148.0
1993,JM,North America,0.000274,126.0
1993,KG,Asia,0.000204,145.0
1993,KH,Asia,0.000708,85.0
1993,LA,Asia,9e-05,162.0
1993,KY,North America,0.000179,154.0
1993,LI,Europe,0.000285,123.0
1993,MR,Africa,9e-05,162.0
1993,MC,Europe,0.000306,119.0
1993,ME,Europe,0.00026,132.0
1993,MG,Africa,0.000541,95.0
1993,MV,Asia,0.000182,152.0
1993,MM,Asia,9e-05,162.0
1993,NE,Africa,0.000324,113.0
1993,CW,North America,9e-05,162.0
1993,PR,North America,0.002016,52.0
1993,PF,Oceania,0.000261,130.0
1993,AF,Asia,9e-05,162.0
1993,MO,Asia,9e-05,162.0
1993,BL,North America,9e-05,162.0
1993,SB,Oceania,0.000347,110.0
1993,SS,Africa,0.0003,121.0
1993,SM,Europe,0.000212,143.0
1993,TG,Africa,0.000589,93.0
1993,AQ,Other,9e-05,162.0
1993,UM,North America,0.000266,128.0
1993,BB,North America,9e-05,162.0
1993,VI,North America,9e-05,162.0
1993,VU,Oceania,0.000317,116.0
1993,WS,Oceania,0.000347,110.0
1993,XK,Other,0.000115,161.0
1994,ES,Europe,0.031264,6.0
1994,AD,Europe,0.000349,110.0
1994,US,North America,0.215045,1.0
1994,CH,Europe,0.022781,12.0
1994,AE,Asia,0.001211,65.0
1994,EG,Africa,0.004595,35.0
1994,GB,Europe,0.125055,2.0
1994,LY,Africa,0.000798,82.0
1994,OM,Asia,0.000655,86.0
1994,SY,Asia,0.000763,83.0
1994,AT,Europe,0.006784,26.0
1994,AM,Asia,0.000336,112.0
1994,LB,Asia,0.001813,56.0
1994,RU,Europe,0.003998,41.0
1994,PT,Europe,0.011996,19.0
1994,AO,Africa,0.000266,121.0
1994,BR,South America,0.030456,7.0
1994,AR,South America,0.00351,44.0
1994,DE,Europe,0.049363,4.0
1994,EC,South America,0.00214,53.0
1994,FR,Europe,0.054134,3.0
1994,MX,North America,0.017326,14.0
1994,PE,South America,0.003225,46.0
1994,SE,Europe,0.014214,15.0
1994,VE,South America,0.0035,45.0
1994,FM,Oceania,7.5e-05,159.0
1994,AS,Oceania,0.000149,145.0
1994,AU,Oceania,0.031931,5.0
1994,BE,Europe,0.012131,17.0
1994,CN,Asia,0.01209,18.0
1994,CO,South America,0.008234,23.0
1994,CZ,Europe,0.003686,43.0
1994,FI,Europe,0.004015,40.0
1994,HR,Europe,0.000849,81.0
1994,ID,Asia,0.004148,39.0
1994,IT,Europe,0.02402,10.0
1994,JP,Asia,0.027574,9.0
1994,NL,Europe,0.018145,13.0
1994,RO,Europe,0.002771,48.0
1994,SI,Europe,0.000895,77.0
1994,SK,Europe,0.000934,71.0
1994,UA,Europe,0.001411,61.0
1994,VN,Asia,0.000432,104.0
1994,ZA,Africa,0.004979,34.0
1994,CA,North America,0.030293,8.0
1994,CL,South America,0.005966,32.0
1994,CY,Europe,0.002518,51.0
1994,GE,Asia,0.00011,153.0
1994,HK,Asia,0.00666,28.0
1994,IL,Asia,0.006446,29.0
1994,IN,Asia,0.005692,33.0
1994,IR,Asia,0.003721,42.0
1994,IS,Europe,0.00122,64.0
1994,JO,Asia,0.001931,55.0
1994,KR,Asia,0.02308,11.0
1994,LK,Asia,0.001383,62.0
1994,MW,Africa,0.000454,100.0
1994,MY,Asia,0.008466,22.0
1994,NG,Africa,0.001795,57.0
1994,NZ,Oceania,0.011655,20.0
1994,QA,Asia,0.000558,88.0
1994,RS,Europe,0.000688,85.0
1994,SG,Asia,0.004224,37.0
1994,TH,Asia,0.004348,36.0
1994,TR,Asia,0.011265,21.0
1994,TW,Asia,0.012438,16.0
1994,UG,Africa,0.000446,102.0
1994,WS,Oceania,7.5e-05,159.0
1994,ZW,Africa,0.000926,72.0
1994,AZ,Asia,0.00011,153.0
1994,BA,Europe,0.000238,123.0
1994,BD,Asia,0.000309,115.0
1994,BG,Europe,0.001307,63.0
1994,BO,South America,0.000458,99.0
1994,CU,North America,0.001755,58.0
1994,DK,Europe,0.007258,25.0
1994,DZ,Africa,0.000996,69.0
1994,GH,Africa,0.001018,68.0
1994,GR,Europe,0.007672,24.0
1994,KE,Africa,0.001158,67.0
1994,LU,Europe,0.000911,73.0
1994,MA,Africa,0.002447,52.0
1994,SA,Asia,0.002713,49.0
1994,SN,Africa,0.000298,118.0
1994,TZ,Africa,0.000478,97.0
1994,UZ,Asia,0.000168,142.0
1994,BF,Africa,0.00023,130.0
1994,MG,Africa,7.5e-05,159.0
1994,BH,Asia,0.000107,157.0
1994,BI,Africa,0.000131,151.0
1994,BM,North America,0.000231,127.0
1994,BN,Asia,0.000491,94.0
1994,PY,South America,0.000527,91.0
1994,BQ,North America,0.00014,150.0
1994,BY,Europe,0.00011,153.0
1994,DO,North America,0.000189,136.0
1994,NI,North America,0.000438,103.0
1994,PA,North America,0.001196,66.0
1994,PK,Asia,0.001566,60.0
1994,PL,Europe,0.00667,27.0
1994,SR,South America,7.5e-05,159.0
1994,UY,South America,0.000339,111.0
1994,BS,North America,0.000173,140.0
1994,BT,Asia,0.000107,157.0
1994,LS,Africa,0.000142,148.0
1994,BW,Africa,0.000647,87.0
1994,ZM,Africa,0.000413,106.0
1994,HU,Europe,0.004153,38.0
1994,JM,North America,0.000232,126.0
1994,SL,Africa,7.5e-05,159.0
1994,TN,Africa,0.00297,47.0
1994,CD,Africa,0.000142,148.0
1994,RW,Africa,0.000516,92.0
1994,CG,Africa,0.000491,94.0
1994,NO,Europe,0.006417,30.0
1994,CI,Africa,0.000886,78.0
1994,GM,Africa,0.000231,127.0
1994,CR,North America,0.002649,50.0
1994,CM,Africa,0.000201,135.0
1994,IE,Europe,0.00635,31.0
1994,MN,Asia,0.00011,153.0
1994,MO,Asia,0.000331,113.0
1994,MU,Africa,7.5e-05,159.0
1994,SD,Africa,0.000701,84.0
1994,HN,North America,0.000304,116.0
1994,GT,North America,0.000476,98.0
1994,SV,North America,0.000555,90.0
1994,CV,Africa,0.000286,120.0
1994,CW,North America,0.000127,152.0
1994,LT,Europe,0.000181,139.0
1994,ME,Europe,0.000144,146.0
1994,IQ,Asia,0.000903,74.0
1994,MK,Europe,0.000451,101.0
1994,NP,Asia,0.000557,89.0
1994,MZ,Africa,0.000304,116.0
1994,EE,Europe,0.000484,96.0
1994,MV,Asia,0.000231,127.0
1994,YE,Asia,0.000941,70.0
1994,ET,Africa,0.000896,76.0
1994,ER,Africa,7.5e-05,159.0
1994,BJ,Africa,7.5e-05,159.0
1994,DJ,Africa,7.5e-05,159.0
1994,GF,South America,7.5e-05,159.0
1994,LI,Europe,0.000258,122.0
1994,LV,Europe,0.00037,107.0
1994,NE,Africa,0.000219,133.0
1994,RE,Africa,0.000364,108.0
1994,TD,Africa,7.5e-05,159.0
1994,AF,Asia,7.5e-05,159.0
1994,GY,South America,7.5e-05,159.0
1994,MM,Asia,7.5e-05,159.0
1994,MT,Europe,0.000862,80.0
1994,PS,Asia,0.000885,79.0
1994,TT,North America,0.000235,124.0
1994,MD,Europe,0.000189,136.0
1994,TG,Africa,7.5e-05,159.0
1994,GI,Europe,0.000414,105.0
1994,GL,North America,0.000221,132.0
1994,GP,North America,0.000364,108.0
1994,GD,North America,7.5e-05,159.0
1994,HT,North America,0.000153,144.0
1994,KZ,Asia,0.000511,93.0
1994,TJ,Asia,7.5e-05,159.0
1994,AL,Europe,7.5e-05,159.0
1994,PH,Asia,0.002091,54.0
1994,KG,Asia,0.00016,143.0
1994,KI,Oceania,0.000228,131.0
1994,MR,Africa,7.5e-05,159.0
1994,KW,Asia,0.0009,75.0
1994,MC,Europe,0.000219,133.0
1994,ML,Africa,0.000183,138.0
1994,PR,North America,0.0016,59.0
1994,SS,Africa,0.000144,146.0
1994,SO,Africa,0.000329,114.0
1994,ST,Africa,0.00017,141.0
1994,TC,North America,0.000235,124.0
1994,GW,Africa,7.5e-05,159.0
1994,FJ,Oceania,7.5e-05,159.0
1994,SZ,Africa,7.5e-05,159.0
1994,TM,Asia,7.5e-05,159.0
1994,TO,Oceania,7.5e-05,159.0
1994,VA,Europe,0.000289,119.0
1995,AU,Oceania,0.036448,6.0
1995,AE,Asia,0.000955,69.0
1995,EG,Africa,0.005806,36.0
1995,GB,Europe,0.12843,2.0
1995,IN,Asia,0.007512,29.0
1995,OM,Asia,0.000475,98.0
1995,PH,Asia,0.002267,52.0
1995,PK,Asia,0.002346,49.0
1995,AF,Asia,0.000143,157.0
1995,US,North America,0.207525,1.0
1995,AI,North America,0.000219,138.0
1995,FR,Europe,0.046917,3.0
1995,AM,Asia,0.000241,131.0
1995,FI,Europe,0.003553,43.0
1995,AO,Africa,0.000269,126.0
1995,PT,Europe,0.013277,17.0
1995,AQ,Other,0.000219,138.0
1995,BO,South America,0.000768,76.0
1995,AR,South America,0.004825,39.0
1995,BR,South America,0.025747,8.0
1995,CA,North America,0.03424,7.0
1995,CL,South America,0.006505,31.0
1995,CN,Asia,0.011015,19.0
1995,CO,South America,0.008347,24.0
1995,DO,North America,0.000465,99.0
1995,EC,South America,0.002344,50.0
1995,ES,Europe,0.039283,5.0
1995,IE,Europe,0.007549,28.0
1995,IT,Europe,0.022488,11.0
1995,JP,Asia,0.024216,9.0
1995,MX,North America,0.014253,15.0
1995,NG,Africa,0.00278,47.0
1995,PE,South America,0.004189,41.0
1995,PY,South America,0.000169,152.0
1995,AT,Europe,0.007772,27.0
1995,CU,North America,0.001467,57.0
1995,CZ,Europe,0.003153,46.0
1995,DE,Europe,0.045449,4.0
1995,ET,Africa,0.000594,87.0
1995,GR,Europe,0.008246,25.0
1995,HR,Europe,0.000613,85.0
1995,HU,Europe,0.002138,54.0
1995,LT,Europe,0.000539,91.0
1995,LU,Europe,0.00019,148.0
1995,NL,Europe,0.017027,13.0
1995,NO,Europe,0.00815,26.0
1995,RO,Europe,0.001375,59.0
1995,RU,Europe,0.004408,40.0
1995,SE,Europe,0.014954,14.0
1995,SG,Asia,0.006336,33.0
1995,TN,Africa,0.001273,62.0
1995,TR,Asia,0.011562,18.0
1995,ZA,Africa,0.005933,34.0
1995,BA,Europe,0.000201,147.0
1995,BD,Asia,0.000541,89.0
1995,BE,Europe,0.010538,21.0
1995,BH,Asia,0.000441,101.0
1995,BN,Asia,7.2e-05,164.0
1995,CH,Europe,0.021743,12.0
1995,DK,Europe,0.008664,22.0
1995,EE,Europe,0.000216,146.0
1995,HK,Asia,0.006939,30.0
1995,ID,Asia,0.003507,44.0
1995,IR,Asia,0.005421,37.0
1995,KI,Oceania,7.2e-05,164.0
1995,KR,Asia,0.023881,10.0
1995,KW,Asia,0.001339,60.0
1995,LV,Europe,0.000163,153.0
1995,MU,Africa,7.2e-05,164.0
1995,MY,Asia,0.008388,23.0
1995,NZ,Oceania,0.010722,20.0
1995,PG,Oceania,0.000491,97.0
1995,SA,Asia,0.003704,42.0
1995,TH,Asia,0.005114,38.0
1995,TW,Asia,0.013942,16.0
1995,VE,South America,0.003475,45.0
1995,VN,Asia,0.000791,75.0
1995,VU,Oceania,0.000299,120.0
1995,SI,Europe,0.000605,86.0
1995,BB,North America,0.000366,110.0
1995,AL,Europe,7.2e-05,164.0
1995,DZ,Africa,0.000434,102.0
1995,ER,Africa,7.2e-05,164.0
1995,JO,Asia,0.002622,48.0
1995,KE,Africa,0.001328,61.0
1995,MA,Africa,0.002263,53.0
1995,ML,Africa,7.2e-05,164.0
1995,PS,Asia,0.000751,77.0
1995,UA,Europe,0.001407,58.0
1995,CI,Africa,0.000335,116.0
1995,BF,Africa,0.000238,132.0
1995,BG,Europe,0.001151,65.0
1995,GW,Africa,0.000269,126.0
1995,BJ,Africa,0.00041,103.0
1995,NE,Africa,7.2e-05,164.0
1995,IL,Asia,0.006497,32.0
1995,UY,South America,0.000349,115.0
1995,BS,North America,0.000646,82.0
1995,BT,Asia,0.000124,161.0
1995,BW,Africa,0.000541,89.0
1995,BY,Europe,0.000529,93.0
1995,PL,Europe,0.005877,35.0
1995,CF,Africa,7.2e-05,164.0
1995,FJ,Oceania,0.000366,110.0
1995,GH,Africa,0.000809,73.0
1995,IS,Europe,0.001197,63.0
1995,LK,Asia,0.000894,71.0
1995,LY,Africa,0.000255,129.0
1995,PR,North America,0.002307,51.0
1995,RS,Europe,0.001525,56.0
1995,ZW,Africa,0.000802,74.0
1995,RE,Africa,0.000307,118.0
1995,SK,Europe,0.001046,68.0
1995,TG,Africa,7.2e-05,164.0
1995,PA,North America,0.000562,88.0
1995,CM,Africa,0.00023,133.0
1995,MO,Asia,0.000502,96.0
1995,NP,Asia,0.000379,107.0
1995,UG,Africa,0.000741,78.0
1995,CG,Africa,7.2e-05,164.0
1995,KY,North America,7.2e-05,164.0
1995,NI,North America,0.00017,151.0
1995,CR,North America,0.001149,66.0
1995,GT,North America,0.000637,83.0
1995,HN,North America,0.000513,94.0
1995,CV,Africa,9.1e-05,162.0
1995,CY,Europe,0.000947,70.0
1995,MK,Europe,0.000636,84.0
1995,AZ,Asia,7.2e-05,164.0
1995,KZ,Asia,0.00045,100.0
1995,LR,Africa,7.2e-05,164.0
1995,SN,Africa,0.00019,148.0
1995,SY,Asia,0.00082,72.0
1995,UZ,Asia,0.000264,128.0
1995,GL,North America,7.2e-05,164.0
1995,SD,Africa,0.000533,92.0
1995,QA,Asia,0.001135,67.0
1995,SV,North America,0.000311,117.0
1995,TZ,Africa,0.000677,80.0
1995,FO,Europe,0.00029,123.0
1995,BI,Africa,7.2e-05,164.0
1995,GA,Africa,0.000513,94.0
1995,IQ,Asia,0.000387,104.0
1995,LB,Asia,0.00183,55.0
1995,MG,Africa,0.000223,137.0
1995,TF,Oceania,7.2e-05,164.0
1995,YE,Asia,7.2e-05,164.0
1995,GM,Africa,0.00023,133.0
1995,JM,North America,0.000373,109.0
1995,KH,Asia,0.000381,106.0
1995,LI,Europe,0.000354,114.0
1995,MM,Asia,0.00023,133.0
1995,MT,Europe,0.001154,64.0
1995,MW,Africa,0.000219,138.0
1995,RW,Africa,0.000133,160.0
1995,SL,Africa,0.000284,125.0
1995,TO,Oceania,7.2e-05,164.0
1995,ZM,Africa,0.000387,104.0
1995,GE,Asia,0.000218,145.0
1995,GG,Europe,0.00023,133.0
1995,GP,North America,0.000307,118.0
1995,GU,Oceania,0.000366,110.0
1995,TL,Asia,7.2e-05,164.0
1995,CD,Africa,7.2e-05,164.0
1995,VA,Europe,7.2e-05,164.0
1995,KG,Asia,0.000298,122.0
1995,LC,North America,0.000219,138.0
1995,MC,Europe,0.000355,113.0
1995,MD,Europe,0.000174,150.0
1995,ME,Europe,0.000379,107.0
1995,MH,Oceania,0.000219,138.0
1995,MN,Asia,0.000136,159.0
1995,MP,Oceania,0.000162,154.0
1995,MZ,Africa,0.000674,81.0
1995,ST,Africa,7.2e-05,164.0
1995,TM,Asia,7.2e-05,164.0
1995,SB,Oceania,0.000254,130.0
1995,SH,Africa,7.2e-05,164.0
1995,SR,South America,0.000299,120.0
1995,SS,Africa,0.000138,158.0
1995,SX,North America,0.000219,138.0
1995,TC,North America,0.000146,156.0
1995,TK,Oceania,0.000154,155.0
1995,TJ,Asia,9.1e-05,162.0
1995,TT,North America,0.0007,79.0
1995,TV,Oceania,0.00029,123.0
1995,HT,North America,7.2e-05,164.0
1995,KM,Africa,7.2e-05,164.0
1995,LS,Africa,7.2e-05,164.0
