time_window,from_country,to_country,weight,degree,strength,p,alpha,significant
2016-2020,US,NP,49,59,748,0.0655080213903743,0.019650948483356,1
2016-2020,AU,NZ,391,119,3146,0.1242848061029879,1.580594324845338e-07,1
2016-2020,CA,NZ,86,119,3146,0.0273363000635727,0.0379839011385212,1
2016-2020,CN,NZ,193,119,3146,0.0613477431659249,0.000569584265985,1
2016-2020,DE,NZ,112,119,3146,0.0356007628734901,0.0138774369636808,1
2016-2020,GB,NZ,408,119,3146,0.1296884933248569,7.61408306273824e-08,1
2016-2020,IN,NZ,141,119,3146,0.0448188175460902,0.0044680646667398,1
2016-2020,US,NZ,373,119,3146,0.1185632549268912,3.408441561254088e-07,1
2016-2020,EG,OM,34,59,599,0.0567612687813021,0.0337329462993378,1
2016-2020,GB,OM,81,59,599,0.1352253756260434,0.0002189628144392,1
2016-2020,IN,OM,128,59,599,0.2136894824707846,8.799478102703414e-07,1
2016-2020,MY,OM,54,59,599,0.0901502504173622,0.00417101194384,1
2016-2020,CO,PA,149,54,563,0.2646536412078152,8.39601396534749e-08,1
2016-2020,ES,PA,73,54,563,0.1296625222024866,0.0006359856467665,1
2016-2020,US,PA,98,54,563,0.1740674955595026,3.9633422415768507e-05,1
2016-2020,VE,PA,41,54,563,0.0728241563055062,0.0181799101293749,1
2016-2020,BR,PE,419,85,3408,0.1229460093896713,1.6376143351590876e-05,1
2016-2020,CL,PE,183,85,3408,0.0536971830985915,0.009694628280113,1
2016-2020,CO,PE,151,85,3408,0.0443075117370892,0.0222191012245311,1
2016-2020,EC,PE,313,85,3408,0.0918427230046948,0.0003058649058139,1
2016-2020,ES,PE,711,85,3408,0.2086267605633802,2.9109468112380286e-09,1
2016-2020,MX,PE,167,85,3408,0.0490023474178403,0.0146917447607656,1
2016-2020,US,PE,407,85,3408,0.1194248826291079,2.292864465582788e-05,1
2016-2020,VE,PE,158,85,3408,0.0463615023474178,0.0185454378063485,1
2016-2020,FR,PF,19,10,33,0.5757575757575758,0.0004451709970114,1
2016-2020,AU,PG,14,21,53,0.2641509433962264,0.0021665800933778,1
2016-2020,AU,PH,49,83,822,0.059610705596107,0.0064748462915299,1
2016-2020,CN,PH,47,83,822,0.0571776155717761,0.0080029585442867,1
2016-2020,GB,PH,39,83,822,0.0474452554744525,0.0185769944122616,1
2016-2020,ID,PH,40,83,822,0.048661800486618,0.0167287970574116,1
2016-2020,JP,PH,82,83,822,0.0997566909975669,0.0001809305817777,1
2016-2020,KR,PH,49,83,822,0.059610705596107,0.0064748462915299,1
2016-2020,SG,PH,30,83,822,0.0364963503649635,0.0474215616858631,1
2016-2020,US,PH,128,83,822,0.1557177615571776,9.375351063320348e-07,1
2016-2020,CN,PK,597,93,2660,0.2244360902255639,6.995494242215854e-11,1
2016-2020,DE,PK,118,93,2660,0.0443609022556391,0.0153829518971996,1
2016-2020,GB,PK,281,93,2660,0.1056390977443609,3.460812712431739e-05,1
2016-2020,KR,PK,198,93,2660,0.0744360902255639,0.0008116894490345,1
2016-2020,MY,PK,294,93,2660,0.1105263157894736,2.0904776888685143e-05,1
2016-2020,SA,PK,141,93,2660,0.0530075187969924,0.0066662383815435,1
2016-2020,US,PK,254,93,2660,0.0954887218045112,9.77432434520296e-05,1
2016-2020,DE,PL,329,111,3853,0.0853880093433688,5.445753508775641e-05,1
2016-2020,ES,PL,202,111,3853,0.0524266805086945,0.0026755349782592,1
2016-2020,FR,PL,204,111,3853,0.052945756553335,0.0025190337063185,1
2016-2020,GB,PL,331,111,3853,0.0859070853880093,5.116084253810731e-05,1
2016-2020,IN,PL,191,111,3853,0.0495717622631715,0.0037250010953865,1
2016-2020,IT,PL,210,111,3853,0.0545029846872566,0.002101928046812,1
2016-2020,TR,PL,136,111,3853,0.0352971710355567,0.0191995358219719,1
2016-2020,UA,PL,255,111,3853,0.0661821956916688,0.0005355949822134,1
2016-2020,US,PL,294,111,3853,0.0763041785621593,0.0001615056384745,1
2016-2020,CO,PR,76,34,417,0.1822541966426858,0.0013073885966209,1
2016-2020,US,PR,199,34,417,0.4772182254196642,5.064941980348588e-10,1
2016-2020,GB,PS,34,50,264,0.1287878787878787,0.0011643178302132,1
2016-2020,JO,PS,25,50,264,0.0946969696969697,0.0076366824108882,1
2016-2020,MY,PS,26,50,264,0.0984848484848484,0.0062183974864052,1
2016-2020,US,PS,17,50,264,0.0643939393939393,0.0383317187630579,1
2016-2020,BR,PT,3725,143,10012,0.3720535357570915,2.018421933145259e-29,1
2016-2020,DE,PT,340,143,10012,0.0339592489013184,0.0074020746755945,1
2016-2020,ES,PT,1138,143,10012,0.1136636036755893,3.6224203845579514e-08,1
2016-2020,FR,PT,356,143,10012,0.0355573312025569,0.0058512828689027,1
2016-2020,GB,PT,819,143,10012,0.0818018377946464,5.457220773277578e-06,1
2016-2020,IT,PT,374,143,10012,0.0373551737914502,0.0044893504218089,1
2016-2020,US,PT,433,143,10012,0.0432481022772672,0.0018771768506591,1
2016-2020,BR,PY,294,38,510,0.5764705882352941,1.565641328551761e-14,1
2016-2020,ES,PY,57,38,510,0.1117647058823529,0.0124605427309849,1
2016-2020,CA,QA,49,93,1164,0.0420962199312714,0.0191255357892248,1
2016-2020,GB,QA,159,93,1164,0.1365979381443298,1.3539527002431986e-06,1
2016-2020,IN,QA,93,93,1164,0.0798969072164948,0.0004709308351178,1
2016-2020,JO,QA,48,93,1164,0.0412371134020618,0.0207697713003475,1
2016-2020,PK,QA,45,93,1164,0.0386597938144329,0.0265884959955952,1
2016-2020,SA,QA,45,93,1164,0.0386597938144329,0.0265884959955952,1
2016-2020,SD,QA,39,93,1164,0.0335051546391752,0.0434868425801099,1
2016-2020,US,QA,123,93,1164,0.1056701030927835,3.449792122017187e-05,1
2016-2020,FR,RE,48,20,80,0.6,2.7487790694400032e-08,1
2016-2020,DE,RO,63,80,793,0.0794451450189155,0.0014451873499167,1
2016-2020,ES,RO,36,80,793,0.0453972257250945,0.0254678734048162,1
2016-2020,FR,RO,97,80,793,0.1223203026481715,3.338475021171379e-05,1
2016-2020,GB,RO,80,80,793,0.1008827238335435,0.0002246420533769,1
2016-2020,HU,RO,32,80,793,0.0403530895334174,0.038619450205807,1
2016-2020,IT,RO,46,80,793,0.0580075662042875,0.0089072931419605,1
2016-2020,MD,RO,50,80,793,0.0630517023959646,0.0058282005694039,1
2016-2020,US,RO,48,80,793,0.0605296343001261,0.0072071531206263,1
2016-2020,BA,RS,57,67,464,0.1228448275862068,0.0001750025158739,1
2016-2020,DE,RS,30,67,464,0.0646551724137931,0.0121376729491804,1
2016-2020,FR,RS,22,67,464,0.0474137931034482,0.040521271124107,1
2016-2020,GB,RS,26,67,464,0.0560344827586206,0.022238453206467,1
2016-2020,IT,RS,26,67,464,0.0560344827586206,0.022238453206467,1
2016-2020,ME,RS,21,67,464,0.0452586206896551,0.047039122779817,1
2016-2020,US,RS,33,67,464,0.0711206896551724,0.0076791493468542,1
2016-2020,CN,RU,175,128,2864,0.0611033519553072,0.0003330114380476,1
2016-2020,DE,RU,146,128,2864,0.0509776536312849,0.0013004921126939,1
2016-2020,EG,RU,84,128,2864,0.0293296089385474,0.0228095306984856,1
2016-2020,FR,RU,124,128,2864,0.0432960893854748,0.0036203348960612,1
2016-2020,GB,RU,154,128,2864,0.0537709497206703,0.0008943905652935,1
2016-2020,IN,RU,79,128,2864,0.0275837988826815,0.0286567942788589,1
2016-2020,IT,RU,79,128,2864,0.0275837988826815,0.0286567942788589,1
2016-2020,KZ,RU,174,128,2864,0.060754189944134,0.0003491136491351,1
2016-2020,UA,RU,201,128,2864,0.07018156424581,9.695392737056474e-05,1
2016-2020,US,RU,149,128,2864,0.0520251396648044,0.0011303063740961,1
2016-2020,CN,RW,32,64,464,0.0689655172413793,0.0110877461504579,1
2016-2020,IN,RW,30,64,464,0.0646551724137931,0.0148326990223799,1
2016-2020,KE,RW,52,64,464,0.1120689655172413,0.0005596182062884,1
2016-2020,TZ,RW,25,64,464,0.0538793103448275,0.0305233362029027,1
2016-2020,UG,RW,30,64,464,0.0646551724137931,0.0148326990223799,1
2016-2020,US,RW,48,64,464,0.1034482758620689,0.0010286012660314,1
2016-2020,ZA,RW,22,64,464,0.0474137931034482,0.0468781208225928,1
2016-2020,CA,SA,165,99,4492,0.0367319679430097,0.0255399748763076,1
2016-2020,CN,SA,170,99,4492,0.0378450578806767,0.0228040227640031,1
2016-2020,EG,SA,582,99,4492,0.1295636687444345,1.2423013610551663e-06,1
2016-2020,GB,SA,497,99,4492,0.1106411398040961,1.0222321457701396e-05,1
2016-2020,IN,SA,386,99,4492,0.0859305431878895,0.0001499551375823,1
2016-2020,MY,SA,162,99,4492,0.0360641139804096,0.0273349685696594,1
2016-2020,PK,SA,203,99,4492,0.0451914514692787,0.0107596282783991,1
2016-2020,SD,SA,237,99,4492,0.052760463045414,0.004932442707783,1
2016-2020,TN,SA,152,99,4492,0.0338379341050756,0.0342687472568329,1
2016-2020,US,SA,686,99,4492,0.1527159394479074,8.84800915726856e-08,1
2016-2020,CN,SD,33,55,315,0.1047619047619047,0.0025391125064294,1
2016-2020,GB,SD,22,55,315,0.0698412698412698,0.0200484865942385,1
2016-2020,MY,SD,25,55,315,0.0793650793650793,0.0115006392795013,1
2016-2020,SA,SD,65,55,315,0.2063492063492063,3.801811356569476e-06,1
2016-2020,CH,SE,211,132,8363,0.0252301805572163,0.0351699476583509,1
2016-2020,CN,SE,479,132,8363,0.0572760970943441,0.0004409323528119,1
2016-2020,DE,SE,676,132,8363,0.0808322372354418,1.602200051154656e-05,1
2016-2020,DK,SE,336,132,8363,0.0401769699868468,0.0046456102489627,1
2016-2020,ES,SE,432,132,8363,0.051656104268803,0.0009605649931736,1
2016-2020,FI,SE,249,132,8363,0.0297740045438239,0.0190700030471452,1
2016-2020,FR,SE,360,132,8363,0.0430467535573358,0.0031382268535117,1
2016-2020,GB,SE,811,132,8363,0.0969747698194427,1.5728411759597184e-06,1
2016-2020,IN,SE,352,132,8363,0.0420901590338395,0.0035770678559962,1
2016-2020,IT,SE,340,132,8363,0.040655267248595,0.0043519620514981,1
2016-2020,NL,SE,286,132,8363,0.0341982542149946,0.0104791529363605,1
2016-2020,US,SE,730,132,8363,0.0872892502690422,6.362747561466793e-06,1
2016-2020,AU,SG,319,86,4622,0.0690177412375595,0.0022909700931926,1
2016-2020,CN,SG,1117,86,4622,0.24167027260926,6.136728342186252e-11,1
2016-2020,GB,SG,533,86,4622,0.1153180441367373,2.998536916022178e-05,1
2016-2020,IN,SG,428,86,4622,0.0926006057983556,0.0002587445576974,1
2016-2020,US,SG,610,86,4622,0.1319774989182172,5.958453747043594e-06,1
2016-2020,DE,SI,46,65,572,0.0804195804195804,0.0046745712433786,1
2016-2020,ES,SI,27,65,572,0.0472027972027972,0.0452929181991175,1
2016-2020,GB,SI,52,65,572,0.0909090909090909,0.0022432007933015,1
2016-2020,HR,SI,56,65,572,0.0979020979020979,0.0013684693076213,1
2016-2020,IT,SI,39,65,572,0.0681818181818181,0.0108942047909062,1
2016-2020,US,SI,32,65,572,0.0559440559440559,0.0251104667801062,1
2016-2020,NO,SJ,10,11,33,0.303030303030303,0.0270482368929188,1
2016-2020,CZ,SK,108,58,506,0.2134387351778656,1.1396084172877074e-06,1
2016-2020,DE,SK,29,58,506,0.0573122529644268,0.0345914004834687,1
2016-2020,UA,SK,36,58,506,0.0711462450592885,0.0148935573634819,1
2016-2020,GB,SL,17,29,91,0.1868131868131868,0.0030572374259838,1
2016-2020,NG,SL,12,29,91,0.1318681318681318,0.0190721463725163,1
2016-2020,IT,SM,15,5,19,0.7894736842105263,0.0019643802610477,1
2016-2020,FR,SN,55,51,224,0.2455357142857142,7.61963756074005e-07,1
2016-2020,US,SN,17,51,224,0.0758928571428571,0.0193248599913675,1
2016-2020,KE,SO,17,38,169,0.1005917159763313,0.0197881267380972,1
2016-2020,SD,SO,19,38,169,0.1124260355029585,0.0121218390798305,1
2016-2020,TR,SO,20,38,169,0.1183431952662721,0.009464198936642,1
2016-2020,UG,SO,25,38,169,0.1479289940828402,0.0026767273523394,1
2016-2020,KE,SS,18,33,96,0.1875,0.0013012113080773,1
2016-2020,UG,SS,18,33,96,0.1875,0.0013012113080773,1
2016-2020,PT,ST,17,10,27,0.6296296296296297,0.0001311372652397,1
2016-2020,ES,SV,24,34,148,0.1621621621621621,0.0029125876408922,1
2016-2020,MX,SV,13,34,148,0.0878378378378378,0.0481257767739221,1
2016-2020,US,SV,17,34,148,0.1148648648648648,0.0178367673861349,1
2016-2020,US,SX,8,5,13,0.6153846153846154,0.0218829872903609,1
2016-2020,IN,SY,11,34,113,0.0973451327433628,0.0340578346914323,1
2016-2020,ZA,SZ,33,35,110,0.3,5.411695603795199e-06,1
2016-2020,CM,TD,6,13,27,0.2222222222222222,0.0490079308752863,1
2016-2020,BJ,TG,12,22,72,0.1666666666666666,0.0217367110871573,1
2016-2020,FR,TG,14,22,72,0.1944444444444444,0.01066609480987,1
2016-2020,AU,TH,84,89,2040,0.0411764705882352,0.0247174751531173,1
2016-2020,CN,TH,159,89,2040,0.0779411764705882,0.0007920621767162,1
2016-2020,GB,TH,206,89,2040,0.1009803921568627,8.544495470924343e-05,1
2016-2020,ID,TH,171,89,2040,0.0838235294117647,0.00045098675558,1
2016-2020,IN,TH,117,89,2040,0.0573529411764705,0.0055299636873379,1
2016-2020,JP,TH,132,89,2040,0.0647058823529411,0.0027761431656062,1
2016-2020,MM,TH,80,89,2040,0.0392156862745098,0.0295855430923314,1
2016-2020,NP,TH,70,89,2040,0.034313725490196,0.0462991660769998,1
2016-2020,US,TH,233,89,2040,0.1142156862745098,2.316662089889259e-05,1
2016-2020,VN,TH,80,89,2040,0.0392156862745098,0.0295855430923314,1
2016-2020,RU,TJ,19,19,50,0.38,0.000183252712161,1
2016-2020,PT,TL,18,14,57,0.3157894736842105,0.007202226373881,1
2016-2020,DZ,TN,20,50,312,0.0641025641025641,0.0389210559195865,1
2016-2020,FR,TN,95,50,312,0.3044871794871794,1.8747866471666962e-08,1
2016-2020,SA,TN,39,50,312,0.125,0.0014401064585163,1
2016-2020,AZ,TR,174,137,5841,0.029789419619928,0.0163597578311529,1
2016-2020,CY,TR,226,137,5841,0.0386920047936997,0.0046698979769562,1
2016-2020,DE,TR,322,137,5841,0.0551275466529703,0.0004474593055468,1
2016-2020,FR,TR,129,137,5841,0.0220852593733949,0.0479661635429097,1
2016-2020,GB,TR,644,137,5841,0.1102550933059407,1.2592426925691706e-07,1
2016-2020,IQ,TR,286,137,5841,0.0489642184557438,0.001083359402822,1
2016-2020,IR,TR,235,137,5841,0.0402328368430063,0.0037545739024506,1
2016-2020,IT,TR,149,137,5841,0.0255093305940763,0.02976906425422,1
2016-2020,PK,TR,140,137,5841,0.0239684985447697,0.0369046871418895,1
2016-2020,US,TR,1100,137,5841,0.1883239171374764,4.743008192274012e-13,1
2016-2020,GB,TT,19,35,94,0.202127659574468,0.0004631652125591,1
2016-2020,US,TT,14,35,94,0.1489361702127659,0.0041563540542346,1
2016-2020,CN,TW,195,94,3474,0.0561312607944732,0.0046427899739975,1
2016-2020,GB,TW,209,94,3474,0.0601611974668969,0.0031186278255059,1
2016-2020,ID,TW,456,94,3474,0.1312607944732297,2.0735579805301266e-06,1
2016-2020,IN,TW,395,94,3474,0.1137017846862406,1.3333014630466371e-05,1
2016-2020,JP,TW,163,94,3474,0.0469199769717904,0.0114559496871923,1
2016-2020,US,TW,743,94,3474,0.2138744962579159,1.9087339607392878e-10,1
2016-2020,VN,TW,284,94,3474,0.0817501439263097,0.0003592202510007,1
2016-2020,CN,TZ,35,63,480,0.0729166666666666,0.0091487964157122,1
2016-2020,GB,TZ,44,63,480,0.0916666666666666,0.0025775412088664,1
2016-2020,IN,TZ,24,63,480,0.05,0.0415779935857241,1
2016-2020,KE,TZ,49,63,480,0.1020833333333333,0.0012607646771314,1
2016-2020,UG,TZ,25,63,480,0.0520833333333333,0.0362869006323464,1
2016-2020,US,TZ,28,63,480,0.0583333333333333,0.0240783232769512,1
2016-2020,ZA,TZ,29,63,480,0.0604166666666666,0.0209888613736674,1
2016-2020,CN,UA,47,78,752,0.0625,0.0069468557795429,1
2016-2020,DE,UA,53,78,752,0.0704787234042553,0.0035972349713916,1
2016-2020,FR,UA,31,78,752,0.0412234042553191,0.0391058434934658,1
2016-2020,GB,UA,46,78,752,0.0611702127659574,0.0077479757974502,1
2016-2020,PL,UA,99,78,752,0.1316489361702127,1.9034489455355987e-05,1
2016-2020,RU,UA,94,78,752,0.125,3.424680671886829e-05,1
2016-2020,US,UA,81,78,752,0.1077127659574468,0.0001544757553381,1
2016-2020,GB,UG,83,74,687,0.1208151382823871,8.276652357383855e-05,1
2016-2020,KE,UG,49,74,687,0.0713245997088791,0.0045088702846152,1
2016-2020,NG,UG,53,74,687,0.0771470160116448,0.0028488791056841,1
2016-2020,TZ,UG,29,74,687,0.0422125181950509,0.0429188847698911,1
2016-2020,US,UG,79,74,687,0.1149927219796215,0.0001340045305244,1
2016-2020,ZA,UG,51,74,687,0.074235807860262,0.0035853176326231,1
2016-2020,US,UM,7,9,17,0.4117647058823529,0.0143353608329685,1
2016-2020,AU,US,1537,211,71874,0.0213846453515875,0.0106788720575782,1
2016-2020,BD,US,1035,211,71874,0.0144002003506135,0.047547465606908,1
2016-2020,BR,US,3197,211,71874,0.0444806188607841,7.084269760359795e-05,1
2016-2020,CA,US,3877,211,71874,0.0539416200573225,8.76529942710617e-06,1
2016-2020,CH,US,1380,211,71874,0.0192002671341514,0.0170557635476494,1
2016-2020,CN,US,11373,211,71874,0.1582352450121045,1.9500911910114486e-16,1
2016-2020,CO,US,1111,211,71874,0.0154576063666972,0.0379514579773425,1
2016-2020,DE,US,2872,211,71874,0.0399588168183209,0.0001909287528011,1
2016-2020,ES,US,1901,211,71874,0.0264490636391462,0.0035918860572403,1
2016-2020,FR,US,2027,211,71874,0.0282021315079166,0.0024600722035799,1
2016-2020,GB,US,5181,211,71874,0.0720844811753902,1.5023530398214908e-07,1
2016-2020,IN,US,7217,211,71874,0.1004118318167904,2.234520265265612e-10,1
2016-2020,IT,US,1503,211,71874,0.0209115952917605,0.0118195387014357,1
2016-2020,JP,US,1703,211,71874,0.0236942427025071,0.00650172469796,1
2016-2020,KR,US,2451,211,71874,0.0341013440186993,0.0006849012670548,1
2016-2020,MX,US,1152,211,71874,0.0160280490859003,0.0336024473791664,1
2016-2020,TR,US,1174,211,71874,0.0163341403010824,0.0314771703818364,1
2016-2020,AR,UY,76,35,537,0.1415270018621973,0.0055809193872815,1
2016-2020,BR,UY,130,35,537,0.2420856610800744,8.073915500269852e-05,1
2016-2020,ES,UY,82,35,537,0.1527001862197393,0.0035748825055056,1
2016-2020,KR,UZ,27,44,244,0.110655737704918,0.0064566318321621,1
2016-2020,RU,UZ,58,44,244,0.2377049180327868,8.536779594545779e-06,1
2016-2020,IT,VA,17,13,36,0.4722222222222222,0.0004671035868654,1
2016-2020,US,VC,8,11,21,0.3809523809523809,0.0082649565682853,1
2016-2020,CO,VE,186,42,670,0.2776119402985074,1.620290615696577e-06,1
2016-2020,EC,VE,159,42,670,0.2373134328358209,1.5003410599107784e-05,1
2016-2020,ES,VE,86,42,670,0.1283582089552238,0.0035798087140446,1
2016-2020,US,VI,15,8,23,0.6521739130434783,0.0006159352462099,1
2016-2020,AU,VN,174,90,1669,0.1042540443379269,5.5520348348475686e-05,1
2016-2020,DE,VN,73,90,1669,0.0437387657279808,0.0186772520593107,1
2016-2020,FR,VN,139,90,1669,0.0832834032354703,0.0004354350439946,1
2016-2020,GB,VN,145,90,1669,0.0868783702816057,0.0003069361906713,1
2016-2020,JP,VN,153,90,1669,0.0916716596764529,0.0001921387455384,1
2016-2020,KR,VN,205,90,1669,0.1228280407429598,8.60085970923091e-06,1
2016-2020,TH,VN,58,90,1669,0.0347513481126423,0.0429426788258464,1
2016-2020,TW,VN,75,90,1669,0.0449370880766926,0.0167049913039533,1
2016-2020,US,VN,133,90,1669,0.0796884361893349,0.0006168850316109,1
2016-2020,AU,VU,6,10,20,0.3,0.0403536069999999,1
2016-2020,US,WS,6,11,19,0.3157894736842105,0.0224852392801321,1
2016-2020,AL,XK,42,20,95,0.4421052631578947,1.5293011740109137e-05,1
2016-2020,MK,XK,16,20,95,0.1684210526315789,0.0300722715268288,1
2016-2020,EG,YE,22,33,144,0.1527777777777778,0.0049649494889147,1
2016-2020,IN,YE,20,33,144,0.1388888888888889,0.0083539943680384,1
2016-2020,MY,YE,29,33,144,0.2013888888888889,0.0007494301210871,1
2016-2020,FR,YT,8,3,10,0.8,0.0399999999999999,1
2016-2020,DE,ZA,109,123,3974,0.0274282838449924,0.0336077570185942,1
2016-2020,GB,ZA,364,123,3974,0.0915953699043784,8.129790871891806e-06,1
2016-2020,GH,ZA,160,123,3974,0.0402617010568696,0.0066472921144978,1
2016-2020,IN,ZA,144,123,3974,0.0362355309511826,0.011077739947541,1
2016-2020,KE,ZA,181,123,3974,0.0455460493205837,0.0033892807996627,1
2016-2020,NG,ZA,623,123,3974,0.1567689984901862,9.235936482076807e-10,1
2016-2020,US,ZA,310,123,3974,0.0780070457976849,4.974706591088809e-05,1
2016-2020,ZW,ZA,421,123,3974,0.1059386009058882,1.166315521433302e-06,1
2016-2020,GB,ZM,38,60,309,0.1229773462783171,0.0004341480708123,1
2016-2020,IN,ZM,26,60,309,0.0841423948220064,0.0055956354110051,1
2016-2020,US,ZM,24,60,309,0.0776699029126213,0.0084780593880477,1
2016-2020,ZA,ZM,50,60,309,0.1618122977346278,3.0001004405049435e-05,1
2016-2020,GB,ZW,24,43,343,0.0699708454810495,0.0475177257435046,1
2016-2020,ZA,ZW,173,43,343,0.5043731778425656,1.572177787622568e-13,1
2021-2025,ES,AD,49,12,69,0.7101449275362319,1.2133607834999487e-06,1
2021-2025,AU,AE,98,108,3065,0.031973898858075,0.0308969932849993,1
2021-2025,CN,AE,99,108,3065,0.032300163132137,0.0298024150457595,1
2021-2025,EG,AE,168,108,3065,0.0548123980424143,0.0024011967638658,1
2021-2025,GB,AE,260,108,3065,0.0848287112561174,7.598981390348891e-05,1
2021-2025,IN,AE,479,108,3065,0.1562805872756933,1.2682079193606456e-08,1
2021-2025,JO,AE,93,108,3065,0.030342577487765,0.0369965227311012,1
2021-2025,MY,AE,87,108,3065,0.0283849918433931,0.0459072162030391,1
2021-2025,PK,AE,182,108,3065,0.0593800978792822,0.0014299323717454,1
2021-2025,SA,AE,115,108,3065,0.0375203915171288,0.0167068461093031,1
2021-2025,US,AE,227,108,3065,0.0740619902120717,0.0002656223487306,1
2021-2025,IN,AF,47,41,201,0.2338308457711442,2.36040505822812e-05,1
2021-2025,IR,AF,39,41,201,0.1940298507462686,0.0001789609534503,1
2021-2025,PK,AF,27,41,201,0.1343283582089552,0.0031198063269534,1
2021-2025,IT,AL,29,44,157,0.1847133757961783,0.000153583174935,1
2021-2025,MK,AL,11,44,157,0.0700636942675159,0.0440035530794353,1
2021-2025,TR,AL,12,44,157,0.0764331210191082,0.0327445512138443,1
2021-2025,XK,AL,11,44,157,0.0700636942675159,0.0440035530794353,1
2021-2025,GB,AM,16,48,196,0.0816326530612244,0.0182714235917018,1
2021-2025,RU,AM,51,48,196,0.2602040816326531,7.051162951579488e-07,1
2021-2025,US,AM,29,48,196,0.1479591836734693,0.0005390620892656,1
2021-2025,BR,AO,42,41,302,0.1390728476821192,0.0025041261330887,1
2021-2025,CU,AO,67,41,302,0.2218543046357615,4.389719525954249e-05,1
2021-2025,PT,AO,92,41,302,0.304635761589404,4.880834379533193e-07,1
2021-2025,BR,AR,245,66,2212,0.110759493670886,0.0004855684087478,1
2021-2025,CL,AR,205,66,2212,0.0926763110307414,0.0017969924008589,1
2021-2025,CO,AR,278,66,2212,0.1256781193490054,0.0001616730243027,1
2021-2025,EC,AR,204,66,2212,0.0922242314647378,0.001856128672827,1
2021-2025,ES,AR,263,66,2212,0.1188969258589511,0.0002671385544191,1
2021-2025,MX,AR,124,66,2212,0.0560578661844484,0.0235206413843619,1
2021-2025,PE,AR,162,66,2212,0.0732368896925858,0.0071280050300779,1
2021-2025,US,AR,164,66,2212,0.0741410488245931,0.0066898122374705,1
2021-2025,CH,AT,258,118,5149,0.0501068168576422,0.0024431391680242,1
2021-2025,DE,AT,1156,118,5149,0.2245096135171878,1.2034857406313094e-13,1
2021-2025,ES,AT,194,118,5149,0.0376772188774519,0.0111822639248996,1
2021-2025,FR,AT,157,118,5149,0.0304913575451543,0.0267022050822818,1
2021-2025,GB,AT,339,118,5149,0.0658380268013206,0.000346254632074,1
2021-2025,IT,AT,336,118,5149,0.0652553893959992,0.0003724581419976,1
2021-2025,NL,AT,158,118,5149,0.0306855700135948,0.0260835879281428,1
2021-2025,US,AT,362,118,5149,0.0703049135754515,0.0001976253588793,1
2021-2025,BD,AU,455,144,11681,0.0389521445081756,0.0034082935694384,1
2021-2025,CA,AU,317,144,11681,0.0271380874925092,0.0195578792320841,1
2021-2025,CN,AU,1050,144,11681,0.0898895642496361,1.4140197431070257e-06,1
2021-2025,DE,AU,343,144,11681,0.0293639243215478,0.0140951371957473,1
2021-2025,GB,AU,1243,144,11681,0.1064121222498073,1.029507246972856e-07,1
2021-2025,ID,AU,417,144,11681,0.0356989983734269,0.0055259169675288,1
2021-2025,IN,AU,766,144,11681,0.0655765773478298,6.13410780435307e-05,1
2021-2025,IR,AU,416,144,11681,0.0356133892646177,0.0055965142557459,1
2021-2025,LK,AU,518,144,11681,0.0443455183631538,0.0015241538792813,1
2021-2025,NZ,AU,445,144,11681,0.0380960534200838,0.0038710969084977,1
2021-2025,PK,AU,267,144,11681,0.0228576320520503,0.0366413724404037,1
2021-2025,US,AU,1054,144,11681,0.0902320006848728,1.339935522134607e-06,1
2021-2025,RU,AZ,22,41,236,0.0932203389830508,0.0199558768485714,1
2021-2025,TR,AZ,82,41,236,0.3474576271186441,3.840154650948322e-08,1
2021-2025,DE,BA,10,36,116,0.0862068965517241,0.0426261060724894,1
2021-2025,RS,BA,31,36,116,0.2672413793103448,1.877728409425196e-05,1
2021-2025,AU,BD,157,79,1746,0.0899198167239404,0.0006430034621951,1
2021-2025,CN,BD,170,79,1746,0.0973654066437571,0.0003387926307098,1
2021-2025,GB,BD,198,79,1746,0.1134020618556701,8.369199573145777e-05,1
2021-2025,IN,BD,119,79,1746,0.06815578465063,0.0040623604768349,1
2021-2025,JP,BD,202,79,1746,0.1156930126002291,6.839721479361406e-05,1
2021-2025,KR,BD,87,79,1746,0.049828178694158,0.018559549875607,1
2021-2025,MY,BD,188,79,1746,0.1076746849942726,0.0001382963408686,1
2021-2025,US,BD,164,79,1746,0.0939289805269186,0.0004556744769953,1
2021-2025,BR,BE,175,142,7309,0.0239430838692023,0.0328091651545903,1
2021-2025,CH,BE,183,142,7309,0.0250376248460801,0.028008362228958,1
2021-2025,CN,BE,357,142,7309,0.0488438910931728,0.0008580330559603,1
2021-2025,DE,BE,481,142,7309,0.065809276234779,6.782856494887741e-05,1
2021-2025,ES,BE,405,142,7309,0.0554111369544397,0.0003230261907501,1
2021-2025,FR,BE,634,142,7309,0.0867423724175673,2.777515233376325e-06,1
2021-2025,GB,BE,552,142,7309,0.0755233274045697,1.5535668395957068e-05,1
2021-2025,IN,BE,219,142,7309,0.0299630592420303,0.0137134439301756,1
2021-2025,IT,BE,486,142,7309,0.0664933643453276,6.11722880423691e-05,1
2021-2025,NL,BE,581,142,7309,0.0794910384457518,8.471317277269235e-06,1
2021-2025,PT,BE,199,142,7309,0.0272267067998358,0.0204005124710451,1
2021-2025,TR,BE,163,142,7309,0.0223012724038856,0.0415826389613554,1
2021-2025,US,BE,356,142,7309,0.048707073471063,0.0008756120260474,1
