time_window,from_country,to_country,weight,degree,strength,p,alpha,significant
1996-2000,AR,ES,126,79,2740,0.045985401459854,0.0254267933293637,1
1996-2000,BR,ES,150,79,2740,0.0547445255474452,0.0123833371818379,1
1996-2000,CL,ES,147,79,2740,0.0536496350364963,0.0135535295824239,1
1996-2000,CO,ES,273,79,2740,0.0996350364963503,0.0002783875187694,1
1996-2000,FR,ES,150,79,2740,0.0547445255474452,0.0123833371818379,1
1996-2000,GB,ES,214,79,2740,0.0781021897810219,0.0017589646241141,1
1996-2000,MX,ES,220,79,2740,0.0802919708029197,0.0014611617034211,1
1996-2000,PT,ES,180,79,2740,0.0656934306569343,0.0049908370945772,1
1996-2000,US,ES,323,79,2740,0.1178832116788321,5.636828631815176e-05,1
1996-2000,IN,ET,10,20,53,0.1886792452830188,0.0188217124252427,1
1996-2000,DE,FI,22,57,314,0.0700636942675159,0.0171150979521907,1
1996-2000,GB,FI,32,57,314,0.1019108280254777,0.0024315867812793,1
1996-2000,RU,FI,23,57,314,0.0732484076433121,0.01412365469583,1
1996-2000,SE,FI,17,57,314,0.054140127388535,0.0442895094084114,1
1996-2000,US,FI,49,57,314,0.1560509554140127,7.476677503897086e-05,1
1996-2000,BE,FR,91,117,2958,0.0307640297498309,0.0266578242940963,1
1996-2000,BR,FR,195,117,2958,0.0659229208924949,0.00036677098334,1
1996-2000,CA,FR,85,117,2958,0.028735632183908,0.0339738632541156,1
1996-2000,CH,FR,123,117,2958,0.0415821501014198,0.0072504949416525,1
1996-2000,DE,FR,222,117,2958,0.075050709939148,0.0001174029779224,1
1996-2000,ES,FR,166,117,2958,0.0561189993238674,0.0012314033696362,1
1996-2000,GB,FR,252,117,2958,0.0851926977687626,3.267655183182675e-05,1
1996-2000,IT,FR,145,117,2958,0.0490196078431372,0.0029369817676969,1
1996-2000,MX,FR,91,117,2958,0.0307640297498309,0.0266578242940963,1
1996-2000,PT,FR,82,117,2958,0.0277214334009465,0.0383462233748524,1
1996-2000,US,FR,379,117,2958,0.1281271129141311,1.2375649683852314e-07,1
1996-2000,FR,GA,6,5,10,0.6,0.0256,1
1996-2000,AU,GB,285,136,7556,0.037718369507676,0.0055692456999165,1
1996-2000,BR,GB,201,136,7556,0.0266013763896241,0.0262571904882854,1
1996-2000,CA,GB,225,136,7556,0.0297776601376389,0.0168896824618237,1
1996-2000,CN,GB,182,136,7556,0.0240868184224457,0.0371971651338228,1
1996-2000,DE,GB,403,136,7556,0.0533350979354155,0.0006116419049967,1
1996-2000,ES,GB,376,136,7556,0.0497617787188988,0.0010171542638851,1
1996-2000,FR,GB,362,136,7556,0.0479089465325569,0.0013231082317302,1
1996-2000,GR,GB,370,136,7556,0.0489677077818951,0.0011385722338422,1
1996-2000,IE,GB,213,136,7556,0.0281895182636315,0.0210626571889276,1
1996-2000,IN,GB,176,136,7556,0.023292747485442,0.0415141067163715,1
1996-2000,IT,GB,338,136,7556,0.044732662784542,0.0020742702756852,1
1996-2000,MY,GB,178,136,7556,0.0235574377977766,0.0400225468370313,1
1996-2000,PT,GB,276,136,7556,0.0365272631021704,0.006581472311415,1
1996-2000,US,GB,934,136,7556,0.1236103758602435,1.8370698409469543e-08,1
1996-2000,US,GD,12,5,16,0.75,0.00390625,1
1996-2000,RU,GE,7,10,18,0.3888888888888889,0.0118872561331787,1
1996-2000,GB,GH,12,17,48,0.25,0.0100225957576185,1
1996-2000,DE,GR,38,45,529,0.0718336483931947,0.0376301616426659,1
1996-2000,FR,GR,39,45,529,0.0737240075614366,0.0344015453323547,1
1996-2000,GB,GR,199,45,529,0.3761814744801512,9.606468987854931e-10,1
1996-2000,US,GR,123,45,529,0.2325141776937618,8.771945158677402e-06,1
1996-2000,US,GT,9,10,25,0.36,0.0180143985094819,1
1996-2000,CN,HK,129,29,346,0.3728323699421965,2.121982419916236e-06,1
1996-2000,GB,HK,48,29,346,0.1387283236994219,0.0152730097125448,1
1996-2000,US,HK,65,29,346,0.1878612716763005,0.0029488059293861,1
1996-2000,US,HN,8,11,24,0.3333333333333333,0.0173415299158326,1
1996-2000,US,HR,9,16,46,0.1956521739130435,0.0381643953207684,1
1996-2000,GB,HU,24,36,214,0.1121495327102803,0.0155558578583348,1
1996-2000,RO,HU,36,36,214,0.1682242990654205,0.001585689000397,1
1996-2000,US,HU,38,36,214,0.1775700934579439,0.001067729658289,1
1996-2000,AU,ID,33,30,201,0.1641791044776119,0.0055116737778114,1
1996-2000,GB,ID,27,30,201,0.1343283582089552,0.0152490411015605,1
1996-2000,US,ID,41,30,201,0.2039800995024875,0.00133904086736,1
1996-2000,GB,IE,210,52,485,0.4329896907216495,2.711057423897451e-13,1
1996-2000,US,IE,67,52,485,0.1381443298969072,0.0005095205466398,1
1996-2000,GB,IL,28,58,412,0.0679611650485436,0.0181024966198784,1
1996-2000,RU,IL,43,58,412,0.1043689320388349,0.0018679341290602,1
1996-2000,US,IL,156,58,412,0.3786407766990291,1.6616391224351652e-12,1
1996-2000,GB,IN,58,67,463,0.1252699784017278,0.0001457760321192,1
1996-2000,US,IN,135,67,463,0.2915766738660907,1.3162193700822347e-10,1
1996-2000,JO,IQ,13,14,42,0.3095238095238095,0.0081083632670731,1
1996-2000,AU,IR,50,34,320,0.15625,0.0036732875994328,1
1996-2000,CA,IR,53,34,320,0.165625,0.0025405183753612,1
1996-2000,GB,IR,80,34,320,0.25,7.533931929047496e-05,1
1996-2000,US,IR,32,34,320,0.1,0.0309031543826326,1
1996-2000,SE,IS,14,17,79,0.1772151898734177,0.0441143866807379,1
1996-2000,US,IS,28,17,79,0.3544303797468354,0.000910100508289,1
1996-2000,CH,IT,52,84,1399,0.037169406719085,0.0431161666819503,1
1996-2000,DE,IT,114,84,1399,0.0814867762687634,0.0008631559996041,1
1996-2000,ES,IT,86,84,1399,0.0614724803431022,0.0051653762648837,1
1996-2000,FR,IT,113,84,1399,0.080771979985704,0.0009207253275471,1
1996-2000,GB,IT,181,84,1399,0.1293781272337383,1.0135720494606512e-05,1
1996-2000,US,IT,293,84,1399,0.2094353109363831,3.3791326108102862e-09,1
1996-2000,GB,JO,41,37,212,0.1933962264150943,0.0004362836930416,1
1996-2000,IQ,JO,21,37,212,0.0990566037735849,0.0233943092997296,1
1996-2000,US,JO,58,37,212,0.2735849056603773,1.006131987800507e-05,1
1996-2000,BD,JP,62,90,1734,0.035755478662053,0.0391434424394001,1
1996-2000,CN,JP,252,90,1734,0.1453287197231834,8.513748852929226e-07,1
1996-2000,GB,JP,92,90,1734,0.0530565167243368,0.0078134224897519,1
1996-2000,ID,JP,126,90,1734,0.0726643598615917,0.0012136365947055,1
1996-2000,KR,JP,63,90,1734,0.0363321799307958,0.0371137425687868,1
1996-2000,US,JP,388,90,1734,0.223760092272203,1.6204701689009507e-10,1
1996-2000,GB,KE,22,29,87,0.2528735632183908,0.0002851247468402,1
1996-2000,US,KE,15,29,87,0.1724137931034483,0.0049977074091042,1
1996-2000,RU,KG,7,6,14,0.5,0.03125,1
1996-2000,US,KR,485,35,712,0.6811797752808989,1.3199557156153923e-17,1
1996-2000,US,KW,35,16,74,0.4729729729729729,6.721919535113092e-05,1
1996-2000,RU,KZ,32,9,50,0.64,0.0002821109907455,1
1996-2000,FR,LB,26,20,90,0.2888888888888888,0.0015374883240269,1
1996-2000,US,LB,26,20,90,0.2888888888888888,0.0015374883240269,1
1996-2000,GB,LK,18,18,60,0.3,0.002326305139872,1
1996-2000,US,LT,9,19,46,0.1956521739130435,0.019860494741749,1
1996-2000,BE,LU,11,15,52,0.2115384615384615,0.0358861760360463,1
1996-2000,IQ,LY,27,13,49,0.5510204081632653,6.70994884958925e-05,1
1996-2000,FR,MA,38,13,62,0.6129032258064516,1.1319692426460444e-05,1
1996-2000,RO,MD,9,7,18,0.5,0.015625,1
1996-2000,RS,ME,11,4,14,0.7857142857142857,0.0098396501457725,1
1996-2000,RU,MN,6,9,15,0.4,0.0167961599999999,1
1996-2000,GB,MT,12,13,25,0.48,0.0003908770064862,1
1996-2000,CO,MX,79,55,938,0.0842217484008528,0.0086432599423525,1
1996-2000,ES,MX,99,55,938,0.1055437100213219,0.0024221030261857,1
1996-2000,FR,MX,86,55,938,0.091684434968017,0.0055562892336475,1
1996-2000,GB,MX,75,55,938,0.079957356076759,0.0111078420643192,1
1996-2000,US,MX,246,55,938,0.2622601279317697,7.35827184109111e-08,1
1996-2000,GB,MY,240,47,655,0.366412213740458,7.640339362222464e-10,1
1996-2000,ID,MY,60,47,655,0.0916030534351145,0.012041500939493,1
1996-2000,US,MY,105,47,655,0.1603053435114503,0.0003232837812317,1
1996-2000,PT,MZ,10,19,38,0.2631578947368421,0.0040995843358092,1
1996-2000,GB,NG,15,23,65,0.2307692307692307,0.0031134812112267,1
1996-2000,US,NG,14,23,65,0.2153846153846154,0.0048133786578991,1
1996-2000,BE,NL,60,94,1371,0.0437636761487965,0.0155799848760087,1
1996-2000,DE,NL,112,94,1371,0.0816921954777534,0.0003613346455039,1
1996-2000,ES,NL,59,94,1371,0.0430342815463165,0.0167248935883255,1
1996-2000,FR,NL,64,94,1371,0.0466812545587162,0.0117259044123536,1
1996-2000,GB,NL,127,94,1371,0.0926331145149525,0.0001185255768269,1
1996-2000,ID,NL,49,94,1371,0.0357403355215171,0.0338876952991001,1
1996-2000,IT,NL,51,94,1371,0.037199124726477,0.0294369158742154,1
1996-2000,PT,NL,47,94,1371,0.0342815463165572,0.0390031173077614,1
1996-2000,US,NL,156,94,1371,0.1137855579868709,1.3216320213454407e-05,1
1996-2000,DE,NO,31,63,356,0.0870786516853932,0.0035226419800744,1
1996-2000,DK,NO,19,63,356,0.0533707865168539,0.033354465051503,1
1996-2000,GB,NO,45,63,356,0.1264044943820224,0.0002297440355411,1
1996-2000,SE,NO,40,63,356,0.1123595505617977,0.0006175885675988,1
1996-2000,US,NO,49,63,356,0.1376404494382022,0.0001029625773534,1
1996-2000,IN,NP,15,18,50,0.3,0.002326305139872,1
1996-2000,AU,NZ,64,54,423,0.1513002364066193,0.0001674812924882,1
1996-2000,CA,NZ,30,54,423,0.0709219858156028,0.0202658908389872,1
1996-2000,GB,NZ,96,54,423,0.226950354609929,1.1884787477275965e-06,1
1996-2000,US,NZ,70,54,423,0.1654846335697399,6.855196603999554e-05,1
1996-2000,GB,OM,8,24,58,0.1379310344827586,0.0329204867407104,1
1996-2000,IN,OM,14,24,58,0.2413793103448276,0.0017400739573277,1
1996-2000,US,OM,8,24,58,0.1379310344827586,0.0329204867407104,1
1996-2000,CR,PA,10,20,68,0.1470588235294117,0.0486925519498689,1
1996-2000,MX,PA,10,20,68,0.1470588235294117,0.0486925519498689,1
1996-2000,US,PA,14,20,68,0.2058823529411764,0.0125259909969921,1
1996-2000,BR,PE,27,39,295,0.0915254237288135,0.0260546693412291,1
1996-2000,CL,PE,25,39,295,0.0847457627118644,0.0345610104133967,1
1996-2000,ES,PE,46,39,295,0.1559322033898305,0.0015934505207648,1
1996-2000,US,PE,53,39,295,0.1796610169491525,0.0005391967925282,1
1996-2000,ID,PH,20,30,111,0.1801801801801801,0.0031465453285797,1
1996-2000,US,PH,26,30,111,0.2342342342342342,0.0004352937794191,1
1996-2000,GB,PK,30,26,83,0.3614457831325301,1.3487902894746183e-05,1
1996-2000,US,PK,18,26,83,0.216867469879518,0.0022175917980988,1
1996-2000,DE,PL,46,52,356,0.1292134831460674,0.0008619786099817,1
1996-2000,FR,PL,30,52,356,0.0842696629213483,0.0112240012619201,1
1996-2000,GB,PL,37,52,356,0.1039325842696629,0.0037100087961841,1
1996-2000,UA,PL,26,52,356,0.0730337078651685,0.0209055230121572,1
1996-2000,US,PL,52,52,356,0.146067415730337,0.0003181287121978,1
1996-2000,US,PR,46,14,80,0.575,1.475897138253741e-05,1
1996-2000,JO,PS,18,27,96,0.1875,0.0045228023684499,1
1996-2000,US,PS,14,27,96,0.1458333333333333,0.0166000005698195,1
1996-2000,BR,PT,80,51,863,0.0926998841251448,0.0077187738550085,1
1996-2000,ES,PT,98,51,863,0.1135573580533024,0.0024128591560811,1
1996-2000,FR,PT,92,51,863,0.1066048667439165,0.003565981754737,1
1996-2000,GB,PT,181,51,863,0.2097334878331402,7.738894871643427e-06,1
1996-2000,US,PT,97,51,863,0.1123986095017381,0.002575720270858,1
1996-2000,BR,PY,9,10,30,0.3,0.0403536069999999,1
1996-2000,JO,QA,8,22,45,0.1777777777777777,0.0163973405375209,1
1996-2000,US,QA,7,22,45,0.1555555555555555,0.0287073259007741,1
1996-2000,FR,RO,28,27,121,0.2314049586776859,0.0010669327204429,1
1996-2000,MD,RO,14,27,121,0.1157024793388429,0.0408844906522205,1
1996-2000,ME,RS,13,20,67,0.1940298507462686,0.0165981691195224,1
1996-2000,US,RS,12,20,67,0.1791044776119403,0.0235217618772235,1
1996-2000,KZ,RU,46,60,383,0.1201044386422976,0.0005265462053094,1
1996-2000,UA,RU,78,60,383,0.2036553524804177,1.4620521282700914e-06,1
1996-2000,US,RU,30,60,383,0.0783289817232376,0.0081279299820715,1
1996-2000,EG,SA,43,34,252,0.1706349206349206,0.0020826178955052,1
1996-2000,GB,SA,33,34,252,0.1309523809523809,0.0097372863991097,1
1996-2000,US,SA,57,34,252,0.2261904761904762,0.0002113120820713,1
1996-2000,JO,SD,6,27,53,0.1132075471698113,0.0439917964003471,1
1996-2000,CN,SE,44,89,998,0.0440881763527054,0.018913388377075,1
1996-2000,DE,SE,60,89,998,0.0601202404809619,0.0042693537796242,1
1996-2000,DK,SE,41,89,998,0.0410821643286573,0.0249323314104805,1
1996-2000,FR,SE,40,89,998,0.0400801603206412,0.027332362099208,1
1996-2000,GB,SE,93,89,998,0.0931863727454909,0.0001826363994572,1
1996-2000,RU,SE,43,89,998,0.0430861723446893,0.0207400149966055,1
1996-2000,US,SE,138,89,998,0.1382765531062124,2.052939146498674e-06,1
1996-2000,AU,SG,52,38,492,0.1056910569105691,0.0160339390212318,1
1996-2000,CN,SG,138,38,492,0.2804878048780488,5.13348021522956e-06,1
1996-2000,GB,SG,60,38,492,0.1219512195121951,0.0081318588137077,1
1996-2000,IN,SG,43,38,492,0.0873983739837398,0.0339160927871259,1
1996-2000,US,SG,52,38,492,0.1056910569105691,0.0160339390212318,1
1996-2000,HR,SI,8,20,42,0.1904761904761904,0.0180452501272761,1
1996-2000,CZ,SK,15,18,56,0.2678571428571428,0.0049903281566548,1
1996-2000,FR,SN,6,12,20,0.3,0.0197732674299999,1
1996-2000,GB,TH,31,34,271,0.1143911439114391,0.0181545035650555,1
1996-2000,US,TH,72,34,271,0.2656826568265683,3.7511542470993534e-05,1
1996-2000,VN,TH,37,34,271,0.1365313653136531,0.0078729355405001,1
1996-2000,FR,TN,50,20,92,0.5434782608695652,3.386630364938494e-07,1
1996-2000,GB,TR,112,46,447,0.2505592841163311,2.307691634494822e-06,1
1996-2000,US,TR,194,46,447,0.4340044742729306,7.526358689316678e-12,1
1996-2000,GB,TT,10,8,20,0.5,0.0078125,1
1996-2000,US,TW,373,28,525,0.7104761904761905,2.920624221109582e-15,1
1996-2000,KE,TZ,10,23,57,0.175438596491228,0.0143517892987852,1
1996-2000,RU,UA,138,30,224,0.6160714285714286,8.775311756070539e-13,1
1996-2000,GB,UG,9,19,42,0.2142857142857142,0.0130245788908268,1
1996-2000,BR,US,551,154,13978,0.0394190871369294,0.0021266439024073,1
1996-2000,CA,US,1008,154,13978,0.0721133209328945,1.063471392388554e-05,1
1996-2000,CN,US,1296,154,13978,0.0927171269137215,3.424798661635735e-07,1
1996-2000,DE,US,786,154,13978,0.0562312204893403,0.0001427045414202,1
1996-2000,ES,US,404,154,13978,0.028902561167549,0.0112514821051872,1
1996-2000,FR,US,550,154,13978,0.0393475461439404,0.0021510145845022,1
1996-2000,GB,US,1077,154,13978,0.0770496494491343,4.702035260994052e-06,1
1996-2000,IN,US,656,154,13978,0.0469308914007726,0.0006397822059152,1
1996-2000,IT,US,393,154,13978,0.0281156102446701,0.0127360516682265,1
1996-2000,JP,US,584,154,13978,0.0417799399055658,0.0014594342858967,1
1996-2000,KR,US,699,154,13978,0.0500071540992989,0.000390131681034,1
1996-2000,MX,US,354,154,13978,0.0253255115180998,0.0197477953983383,1
1996-2000,RU,US,288,154,13978,0.020603805980827,0.0413653816306708,1
1996-2000,TR,US,457,154,13978,0.032694233795965,0.0061838340726101,1
1996-2000,TW,US,273,154,13978,0.0195306910859922,0.0489105528574115,1
1996-2000,RU,UZ,9,7,17,0.5294117647058824,0.0108604143192713,1
1996-2000,IT,VA,9,4,14,0.6428571428571429,0.0455539358600582,1
1996-2000,US,VE,50,21,165,0.303030303030303,0.0007316071190154,1
1996-2000,FR,VN,10,23,74,0.1351351351351351,0.041007339480502,1
1996-2000,TH,VN,10,23,74,0.1351351351351351,0.041007339480502,1
1996-2000,IQ,YE,10,13,33,0.303030303030303,0.0131391343584518,1
1996-2000,DE,ZA,25,55,413,0.0605326876513317,0.0343249878863355,1
1996-2000,GB,ZA,95,55,413,0.2300242130750605,7.409035739306132e-07,1
1996-2000,US,ZA,75,55,413,0.1815980629539951,1.9961768998819363e-05,1
1996-2000,ZW,ZA,36,55,413,0.0871670702179176,0.0072632354314543,1
1996-2000,GB,ZM,9,11,24,0.375,0.0090949470177292,1
1996-2000,GB,ZW,15,24,53,0.2830188679245283,0.0004749826228882,1
1996-2000,ZA,ZW,8,24,53,0.1509433962264151,0.0232029292621301,1
2001-2005,EG,AE,31,49,412,0.0752427184466019,0.0234062836013116,1
2001-2005,GB,AE,45,49,412,0.1092233009708737,0.0038806521399723,1
2001-2005,IN,AE,56,49,412,0.1359223300970873,0.0009006032981986,1
2001-2005,US,AE,82,49,412,0.1990291262135922,2.363756545960079e-05,1
2001-2005,PK,AF,6,20,30,0.2,0.0144115188075856,1
2001-2005,US,AL,7,24,48,0.1458333333333333,0.0266366892966945,1
2001-2005,RU,AM,5,16,26,0.1923076923076923,0.0406152566067191,1
2001-2005,CU,AO,9,18,44,0.2045454545454545,0.0204390757722571,1
2001-2005,PT,AO,10,18,44,0.2272727272727272,0.012486654336072,1
2001-2005,BR,AR,42,44,445,0.0943820224719101,0.01408109770285,1
2001-2005,CO,AR,43,44,445,0.096629213483146,0.0126543490746044,1
2001-2005,ES,AR,55,44,445,0.1235955056179775,0.0034379347514769,1
2001-2005,US,AR,62,44,445,0.1393258426966292,0.0015778539757615,1
2001-2005,DE,AT,217,72,903,0.2403100775193798,3.351057986618296e-09,1
2001-2005,GB,AT,58,72,903,0.0642303433001107,0.0089742065944627,1
2001-2005,IT,AT,49,72,903,0.0542635658914728,0.0190405086794618,1
2001-2005,US,AT,101,72,903,0.1118493909191583,0.0002200644424926,1
2001-2005,CA,AU,132,106,3328,0.0396634615384615,0.0142712681845192,1
2001-2005,CN,AU,154,106,3328,0.0462740384615384,0.0069100072655534,1
2001-2005,DE,AU,139,106,3328,0.0417668269230769,0.0113364263417637,1
2001-2005,GB,AU,562,106,3328,0.1688701923076923,3.6747695261480084e-09,1
2001-2005,ID,AU,266,106,3328,0.0799278846153846,0.0001589630614013,1
2001-2005,IN,AU,114,106,3328,0.0342548076923076,0.0257376123198761,1
2001-2005,MY,AU,113,106,3328,0.0339543269230769,0.0265921996275384,1
2001-2005,NZ,AU,156,106,3328,0.046875,0.0064674846677502,1
2001-2005,US,AU,447,106,3328,0.1343149038461538,2.6472427616076575e-07,1
2001-2005,RU,AZ,11,10,23,0.4782608695652174,0.0028647101727673,1
2001-2005,HR,BA,10,24,70,0.1428571428571428,0.0288551833681135,1
2001-2005,RS,BA,17,24,70,0.2428571428571428,0.0016637577078696,1
2001-2005,AU,BD,21,34,213,0.0985915492957746,0.0325397066759027,1
2001-2005,GB,BD,31,34,213,0.1455399061032863,0.0055696626362426,1
2001-2005,IN,BD,32,34,213,0.1502347417840375,0.0046437203398106,1
2001-2005,JP,BD,36,34,213,0.1690140845070422,0.002221216426106,1
2001-2005,DE,BE,51,105,1261,0.0404440919904837,0.0136555598275132,1
2001-2005,ES,BE,63,105,1261,0.0499603489294211,0.0048432855393497,1
2001-2005,FR,BE,130,105,1261,0.1030927835051546,1.218265396284319e-05,1
2001-2005,GB,BE,78,105,1261,0.0618556701030927,0.0013063045444588,1
2001-2005,IT,BE,64,105,1261,0.0507533703409992,0.0044404055690792,1
2001-2005,NL,BE,94,105,1261,0.0745440126883425,0.0003169567646359,1
2001-2005,PT,BE,37,105,1261,0.0293417922283901,0.0451750298908814,1
2001-2005,US,BE,87,105,1261,0.0689928628072958,0.0005903547680494,1
2001-2005,VN,BE,38,105,1261,0.0301348136399682,0.0414937349216343,1
2001-2005,DE,BG,16,33,109,0.146788990825688,0.006220229657852,1
2001-2005,GB,BG,10,33,109,0.091743119266055,0.0459915761229138,1
2001-2005,RU,BG,12,33,109,0.110091743119266,0.0239357787836897,1
2001-2005,GB,BH,8,17,45,0.1777777777777777,0.0436342348385921,1
2001-2005,GB,BN,12,19,36,0.3333333333333333,0.0006766394845988,1
2001-2005,US,BO,11,22,75,0.1466666666666666,0.0357678571550917,1
2001-2005,AR,BR,76,75,1863,0.0407944176060118,0.0458633340896497,1
2001-2005,CO,BR,127,75,1863,0.0681696188942565,0.0053818065122992,1
2001-2005,DE,BR,112,75,1863,0.0601180891035963,0.0101724027790736,1
2001-2005,ES,BR,105,75,1863,0.0563607085346215,0.0136661181874279,1
2001-2005,FR,BR,172,75,1863,0.0923242082662372,0.0007706828591734,1
2001-2005,GB,BR,185,75,1863,0.0993022007514761,0.0004353650059813,1
2001-2005,PE,BR,119,75,1863,0.0638754696725711,0.0075628990217,1
2001-2005,PT,BR,82,75,1863,0.0440150295222759,0.0357584576184336,1
2001-2005,US,BR,430,75,1863,0.2308105206655931,3.685248915682895e-09,1
2001-2005,IN,BT,18,8,26,0.6923076923076923,0.000261105772428,1
2001-2005,GB,BW,12,24,61,0.1967213114754098,0.0064852039030968,1
2001-2005,RU,BY,16,13,32,0.5,0.000244140625,1
2001-2005,BR,CA,105,121,3805,0.0275952693823915,0.0348054742124825,1
2001-2005,CN,CA,231,121,3805,0.0607095926412614,0.0005444856615554,1
2001-2005,DE,CA,142,121,3805,0.0373193166885676,0.0104200764895441,1
2001-2005,FR,CA,260,121,3805,0.0683311432325887,0.0002048280401149,1
2001-2005,GB,CA,309,121,3805,0.0812089356110381,3.8548860305823926e-05,1
2001-2005,IN,CA,94,121,3805,0.0247043363994743,0.0496998627117387,1
2001-2005,IR,CA,100,121,3805,0.026281208935611,0.0409285298456053,1
2001-2005,US,CA,1135,121,3805,0.2982917214191853,3.457737587340343e-19,1
2001-2005,BE,CD,8,15,25,0.32,0.0045198578652761,1
2001-2005,DE,CH,448,100,2245,0.199554565701559,2.6905523417822607e-10,1
2001-2005,FR,CH,294,100,2245,0.1309576837416481,9.226807956671888e-07,1
2001-2005,GB,CH,160,100,2245,0.0712694877505567,0.0006623410665696,1
2001-2005,IT,CH,147,100,2245,0.065478841870824,0.0012255321626952,1
2001-2005,NL,CH,67,100,2245,0.0298440979955456,0.0498094192305163,1
2001-2005,US,CH,337,100,2245,0.1501113585746102,1.0158754797195828e-07,1
2001-2005,FR,CI,5,17,26,0.1923076923076923,0.0328046303361962,1
2001-2005,CO,CL,63,47,641,0.0982839313572542,0.0085745474792525,1
2001-2005,ES,CL,100,47,641,0.15600624024961,0.0004088884443144,1
2001-2005,PE,CL,43,47,641,0.0670826833073322,0.0410001179020683,1
2001-2005,US,CL,95,47,641,0.1482059282371295,0.0006242983779529,1
2001-2005,FR,CM,7,16,33,0.2121212121212121,0.0279827969665811,1
2001-2005,DE,CN,103,80,1403,0.0734141126158232,0.0024208552417282,1
2001-2005,GB,CN,112,80,1403,0.0798289379900213,0.0013983539959884,1
2001-2005,HK,CN,102,80,1403,0.0727013542409123,0.0025724705827292,1
2001-2005,JP,CN,187,80,1403,0.1332858161083392,1.236506514467156e-05,1
2001-2005,US,CN,405,80,1403,0.2886671418389166,2.0594760719325548e-12,1
2001-2005,BR,CO,53,55,895,0.059217877094972,0.0370176661136222,1
2001-2005,ES,CO,171,55,895,0.1910614525139664,1.06521841959668e-05,1
2001-2005,FR,CO,62,55,895,0.0692737430167597,0.020719829097134,1
2001-2005,GB,CO,57,55,895,0.0636871508379888,0.0286241829481919,1
2001-2005,US,CO,155,55,895,0.1731843575418994,3.467919106075067e-05,1
2001-2005,CO,CR,29,37,213,0.136150234741784,0.0051496285577526,1
2001-2005,MX,CR,18,37,213,0.0845070422535211,0.0416466703457501,1
2001-2005,US,CR,30,37,213,0.1408450704225352,0.0042322713695254,1
2001-2005,CO,CU,33,52,242,0.1363636363636363,0.0005660788470135,1
2001-2005,ES,CU,29,52,242,0.1198347107438016,0.0014885934728429,1
2001-2005,MX,CU,33,52,242,0.1363636363636363,0.0005660788470135,1
2001-2005,VE,CU,18,52,242,0.0743801652892562,0.0194117759490604,1
2001-2005,PT,CV,16,7,32,0.5,0.015625,1
2001-2005,GB,CY,38,22,204,0.1862745098039215,0.0131836702798491,1
2001-2005,GR,CY,35,22,204,0.1715686274509804,0.01920380471493,1
2001-2005,TR,CY,30,22,204,0.1470588235294117,0.0354242527593769,1
2001-2005,US,CY,63,22,204,0.3088235294117647,0.000427925187686,1
2001-2005,DE,CZ,32,48,314,0.1019108280254777,0.0063975638878892,1
2001-2005,SK,CZ,64,48,314,0.2038216560509554,2.225804151678919e-05,1
2001-2005,US,CZ,45,48,314,0.143312101910828,0.0006960872847276,1
2001-2005,AT,DE,157,124,5572,0.0281765972720746,0.0297333911920129,1
2001-2005,BR,DE,178,124,5572,0.0319454414931801,0.0184365487837539,1
2001-2005,CH,DE,225,124,5572,0.0403804737975592,0.0062832796725609,1
2001-2005,CN,DE,272,124,5572,0.0488155061019382,0.0021211222880476,1
2001-2005,ES,DE,220,124,5572,0.0394831299353912,0.007048790971487,1
2001-2005,FR,DE,288,124,5572,0.0516870064608758,0.0014623766582265,1
2001-2005,GB,DE,446,124,5572,0.080043072505384,3.49463461082541e-05,1
2001-2005,IN,DE,215,124,5572,0.0385857860732232,0.0079067180144361,1
2001-2005,IT,DE,219,124,5572,0.0393036611629576,0.007212647085083,1
2001-2005,NL,DE,149,124,5572,0.0267408470926058,0.0356537399135853,1
2001-2005,PL,DE,162,124,5572,0.0290739411342426,0.0265397822083528,1
2001-2005,RU,DE,160,124,5572,0.0287150035893754,0.0277742065781083,1
2001-2005,US,DE,738,124,5572,0.1324479540559942,2.5724752988844372e-08,1
2001-2005,DE,DK,73,73,737,0.0990502035278154,0.0005475737099285,1
2001-2005,ES,DK,31,73,737,0.0420624151967435,0.0453188989505388,1
2001-2005,GB,DK,80,73,737,0.1085481682496607,0.0002552980410846,1
2001-2005,SE,DK,73,73,737,0.0990502035278154,0.0005475737099285,1
2001-2005,US,DK,95,73,737,0.1289009497964721,4.8401954058118965e-05,1
2001-2005,US,DO,18,25,62,0.2903225806451613,0.0002663567380896,1
2001-2005,FR,DZ,28,24,67,0.417910447761194,3.933376325493249e-06,1
2001-2005,CL,EC,24,33,242,0.0991735537190082,0.0353603116449504,1
2001-2005,CO,EC,22,33,242,0.0909090909090909,0.0473624407447669,1
2001-2005,ES,EC,35,33,242,0.1446280991735537,0.006744648842859,1
2001-2005,US,EC,37,33,242,0.152892561983471,0.0049434693110557,1
2001-2005,DE,EE,10,22,68,0.1470588235294117,0.0354242527593769,1
2001-2005,FI,EE,10,22,68,0.1470588235294117,0.0354242527593769,1
2001-2005,DE,EG,44,60,451,0.0975609756097561,0.0023423628607281,1
2001-2005,GB,EG,57,60,451,0.1263858093126385,0.0003450333834193,1
2001-2005,JP,EG,23,60,451,0.0509977827050997,0.0455791688030681,1
2001-2005,SA,EG,32,60,451,0.0709534368070953,0.0130080256378149,1
